C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	2.5
KE_Cu2p	BE_Cu2p	CPS_Cu2p
490.81	995.8	23391.2
490.91	995.7	23427.5
491.01	995.6	23420.5
491.11	995.5	23496.8
491.21	995.4	23531
491.31	995.3	23479.5
491.41	995.2	23405.7
491.51	995.1	23485.5
491.61	995	23501.8
491.71	994.9	23404.9
491.81	994.8	23432.8
491.91	994.7	23443.6
492.01	994.6	23564.9
492.11	994.5	23480.4
492.21	994.4	23605.5
492.31	994.3	23526
492.41	994.2	23549.8
492.51	994.1	23527.1
492.61	994	23614.6
492.71	993.9	23659.2
492.81	993.8	23613.4
492.91	993.7	23579
493.01	993.6	23658.1
493.11	993.5	23620.4
493.21	993.4	23650.6
493.31	993.3	23630.8
493.41	993.2	23659.1
493.51	993.1	23650.8
493.61	993	23622.5
493.71	992.9	23681.2
493.81	992.8	23703.7
493.91	992.7	23698.3
494.01	992.6	23728.5
494.11	992.5	23745.2
494.21	992.4	23697.3
494.31	992.3	23735.3
494.41	992.2	23744.3
494.51	992.1	23713.3
494.61	992	23736.4
494.71	991.9	23809.6
494.81	991.8	23719.7
494.91	991.7	23780.7
495.01	991.6	23832.4
495.11	991.5	23779.5
495.21	991.4	23804.6
495.31	991.3	23701.2
495.41	991.2	23773
495.51	991.1	23827.6
495.61	991	23858.5
495.71	990.9	23862.5
495.81	990.8	23772.7
495.91	990.7	23793.5
496.01	990.6	23749.1
496.11	990.5	23834.8
496.21	990.4	23904.4
496.31	990.3	23813.1
496.41	990.2	23873.3
496.51	990.1	23907.6
496.61	990	23887.5
496.71	989.9	23980.6
496.81	989.8	23922.9
496.91	989.7	23950.4
497.01	989.6	23880.8
497.11	989.5	23858.8
497.21	989.4	23989.9
497.31	989.3	23978.3
497.41	989.2	23972.7
497.51	989.1	23964.5
497.61	989	24056.8
497.71	988.9	24036.2
497.81	988.8	24102.2
497.91	988.7	24012.6
498.01	988.6	24000
498.11	988.5	23982.5
498.21	988.4	24088.1
498.31	988.3	24199.9
498.41	988.2	24148.3
498.51	988.1	24062.4
498.61	988	24008.2
498.71	987.9	24127.7
498.81	987.8	24111.6
498.91	987.7	24093.9
499.01	987.6	24232
499.11	987.5	24143.6
499.21	987.4	24286.6
499.31	987.3	24228.4
499.41	987.2	24119.7
499.51	987.1	24122.5
499.61	987	24216.8
499.71	986.9	24297.9
499.81	986.8	24286.2
499.91	986.7	24265.6
500.01	986.6	24298.7
500.11	986.5	24338.4
500.21	986.4	24396.2
500.31	986.3	24361
500.41	986.2	24314.4
500.51	986.1	24398.8
500.61	986	24359.3
500.71	985.9	24308.9
500.81	985.8	24354.1
500.91	985.7	24479.7
501.01	985.6	24480.1
501.11	985.5	24483.3
501.21	985.4	24502.3
501.31	985.3	24592.8
501.41	985.2	24533.3
501.51	985.1	24523.8
501.61	985	24480.5
501.71	984.9	24558.7
501.81	984.8	24580.8
501.91	984.7	24577.1
502.01	984.6	24554.9
502.11	984.5	24688.6
502.21	984.4	24618.9
502.31	984.3	24535.7
502.41	984.2	24583.8
502.51	984.1	24672.1
502.61	984	24635.5
502.71	983.9	24672.4
502.81	983.8	24672.2
502.91	983.7	24686.9
503.01	983.6	24800.1
503.11	983.5	24742.6
503.21	983.4	24845.7
503.31	983.3	24820.4
503.41	983.2	24819.9
503.51	983.1	24871.2
503.61	983	24890
503.71	982.9	24862.6
503.81	982.8	24887.3
503.91	982.7	25006.2
504.01	982.6	24923.1
504.11	982.5	24897.5
504.21	982.4	24979.6
504.31	982.3	25031.8
504.41	982.2	24972.6
504.51	982.1	25017.8
504.61	982	25129.3
504.71	981.9	25052.2
504.81	981.8	25086.8
504.91	981.7	25089.2
505.01	981.6	25084.3
505.11	981.5	25109.8
505.21	981.4	25226.1
505.31	981.3	25074.1
505.41	981.2	25178.7
505.51	981.1	25129.8
505.61	981	25146.5
505.71	980.9	25199.1
505.81	980.8	25155.8
505.91	980.7	25180.2
506.01	980.6	25266.9
506.11	980.5	25295.2
506.21	980.4	25368.9
506.31	980.3	25284.3
506.41	980.2	25359.8
506.51	980.1	25314.9
506.61	980	25468.1
506.71	979.9	25501.8
506.81	979.8	25462.4
506.91	979.7	25335
507.01	979.6	25393.1
507.11	979.5	25366.2
507.21	979.4	25372.9
507.31	979.3	25420.5
507.41	979.2	25451.8
507.51	979.1	25410.4
507.61	979	25447.5
507.71	978.9	25410.9
507.81	978.8	25542.5
507.91	978.7	25616.5
508.01	978.6	25560.8
508.11	978.5	25489.1
508.21	978.4	25549.4
508.31	978.3	25548.5
508.41	978.2	25476
508.51	978.1	25553.5
508.61	978	25586.6
508.71	977.9	25443.6
508.81	977.8	25548.6
508.91	977.7	25648.8
509.01	977.6	25649.2
509.11	977.5	25628.8
509.21	977.4	25632.1
509.31	977.3	25688.6
509.41	977.2	25721.4
509.51	977.1	25580.9
509.61	977	25760.4
509.71	976.9	25766.3
509.81	976.8	25700.2
509.91	976.7	25848.3
510.01	976.6	25748.2
510.11	976.5	25772.4
510.21	976.4	25884.9
510.31	976.3	25734.1
510.41	976.2	25786.5
510.51	976.1	25978.7
510.61	976	25898
510.71	975.9	25813.2
510.81	975.8	25906
510.91	975.7	25910.9
511.01	975.6	25879.7
511.11	975.5	26012.1
511.21	975.4	25920.3
511.31	975.3	26062.8
511.41	975.2	26132.3
511.51	975.1	26159.2
511.61	975	26074.5
511.71	974.9	26138.7
511.81	974.8	26148.8
511.91	974.7	26063.9
512.01	974.6	26084
512.11	974.5	26149.4
512.21	974.4	26190
512.31	974.3	26332.1
512.41	974.2	26327.3
512.51	974.1	26326.2
512.61	974	26285.3
512.71	973.9	26397.9
512.81	973.8	26351
512.91	973.7	26484.5
513.01	973.6	26531.5
513.11	973.5	26553.9
513.21	973.4	26389.8
513.31	973.3	26506
513.41	973.2	26538.1
513.51	973.1	26505
513.61	973	26466.1
513.71	972.9	26492
513.81	972.8	26576.6
513.91	972.7	26603.7
514.01	972.6	26565.8
514.11	972.5	26537.2
514.21	972.4	26491.4
514.31	972.3	26617.1
514.41	972.2	26642.2
514.51	972.1	26708.6
514.61	972	26642.6
514.71	971.9	26683.3
514.81	971.8	26707.1
514.91	971.7	26651.2
515.01	971.6	26685.7
515.11	971.5	26718.8
515.21	971.4	26658.5
515.31	971.3	26731.6
515.41	971.2	26694.8
515.51	971.1	26694.7
515.61	971	26685.8
515.71	970.9	26667.2
515.81	970.8	26606.3
515.91	970.7	26598
516.01	970.6	26756.2
516.11	970.5	26780.5
516.21	970.4	26653.1
516.31	970.3	26660.9
516.41	970.2	26618.7
516.51	970.1	26642.6
516.61	970	26702.6
516.71	969.9	26661.7
516.81	969.8	26743.9
516.91	969.7	26807.6
517.01	969.6	26745.3
517.11	969.5	26849.2
517.21	969.4	26818.7
517.31	969.3	26848.3
517.41	969.2	26895.5
517.51	969.1	26815.4
517.61	969	26793.5
517.71	968.9	26943.2
517.81	968.8	26881.7
517.91	968.7	26856.8
518.01	968.6	26899.9
518.11	968.5	26920.4
518.21	968.4	26908.6
518.31	968.3	26922.5
518.41	968.2	26967.9
518.51	968.1	26975.2
518.61	968	26930.6
518.71	967.9	27019.2
518.81	967.8	26877.9
518.91	967.7	27003.9
519.01	967.6	26988.9
519.11	967.5	26988.3
519.21	967.4	26965.9
519.31	967.3	26971.8
519.41	967.2	27000.3
519.51	967.1	27091.9
519.61	967	27239.4
519.71	966.9	27157.3
519.81	966.8	27242.3
519.91	966.7	27179.4
520.01	966.6	27139.3
520.11	966.5	27337.1
520.21	966.4	27404.2
520.31	966.3	27425
520.41	966.2	27347.7
520.51	966.1	27430.5
520.61	966	27427.3
520.71	965.9	27559.2
520.81	965.8	27594.6
520.91	965.7	27764
521.01	965.6	27879.7
521.11	965.5	27780.3
521.21	965.4	27829.9
521.31	965.3	27849.2
521.41	965.2	27967.5
521.51	965.1	27960.4
521.61	965	27965.1
521.71	964.9	28034.5
521.81	964.8	28084
521.91	964.7	28071.6
522.01	964.6	27985.4
522.11	964.5	28081.2
522.21	964.4	27961
522.31	964.3	27899.9
522.41	964.2	27960.4
522.51	964.1	27977.9
522.61	964	27902.9
522.71	963.9	27808.3
522.81	963.8	27835.9
522.91	963.7	27598.4
523.01	963.6	27503.7
523.11	963.5	27463.7
523.21	963.4	27418.9
523.31	963.3	27255.9
523.41	963.2	27258.1
523.51	963.1	27087.9
523.61	963	27146
523.71	962.9	27039
523.81	962.8	26927.9
523.91	962.7	26857.6
524.01	962.6	26909
524.11	962.5	26821.7
524.21	962.4	26828.1
524.31	962.3	26776.3
524.41	962.2	26710.1
524.51	962.1	26786.6
524.61	962	26730.7
524.71	961.9	26784.1
524.81	961.8	26755.3
524.91	961.7	26746.3
525.01	961.6	26759.3
525.11	961.5	26766
525.21	961.4	26700.5
525.31	961.3	26790.9
525.41	961.2	26769.2
525.51	961.1	26837
525.61	961	26831.3
525.71	960.9	26794.4
525.81	960.8	26815.2
525.91	960.7	26911.7
526.01	960.6	27045.5
526.11	960.5	26917.6
526.21	960.4	26861.1
526.31	960.3	27005.6
526.41	960.2	26987.6
526.51	960.1	26957.9
526.61	960	26907.1
526.71	959.9	27083.5
526.81	959.8	27068.3
526.91	959.7	27146.9
527.01	959.6	27073.3
527.11	959.5	27036.8
527.21	959.4	26971.4
527.31	959.3	27005.8
527.41	959.2	27017.2
527.51	959.1	27091
527.61	959	26971.9
527.71	958.9	26985.1
527.81	958.8	27073.1
527.91	958.7	27098.5
528.01	958.6	27091
528.11	958.5	27136.7
528.21	958.4	27097.7
528.31	958.3	27084.6
528.41	958.2	27232.5
528.51	958.1	27238.8
528.61	958	27129
528.71	957.9	27222.3
528.81	957.8	27306.2
528.91	957.7	27298.5
529.01	957.6	27273.5
529.11	957.5	27329.8
529.21	957.4	27465.7
529.31	957.3	27521.5
529.41	957.2	27511.7
529.51	957.1	27632
529.61	957	27727.4
529.71	956.9	27702.1
529.81	956.8	27855.4
529.91	956.7	27784.1
530.01	956.6	27883.5
530.11	956.5	27995.5
530.21	956.4	28143.1
530.31	956.3	28274.5
530.41	956.2	28338.1
530.51	956.1	28448
530.61	956	28558.2
530.71	955.9	28630.4
530.81	955.8	28555.3
530.91	955.7	28783
531.01	955.6	28920.8
531.11	955.5	29205.6
531.21	955.4	29347
531.31	955.3	29502.7
531.41	955.2	29672.2
531.51	955.1	29888.2
531.61	955	30137.7
531.71	954.9	30431.9
531.81	954.8	30631.6
531.91	954.7	31192.8
532.01	954.6	31703.5
532.11	954.5	32179.9
532.21	954.4	32900.8
532.31	954.3	33545.7
532.41	954.2	34214.2
532.51	954.1	35059.7
532.61	954	36306.5
532.71	953.9	37474.8
532.81	953.8	38779.7
532.91	953.7	40320.1
533.01	953.6	42225.1
533.11	953.5	44731.1
533.21	953.4	47341
533.31	953.3	50497.9
533.41	953.2	53906.6
533.51	953.1	57717
533.61	953	62138.8
533.71	952.9	66373.3
533.81	952.8	70821.8
533.91	952.7	74684.4
534.01	952.6	77410.4
534.11	952.5	78835.7
534.21	952.4	79025.3
534.31	952.3	77238
534.41	952.2	74207.4
534.51	952.1	70232.7
534.61	952	65645.5
534.71	951.9	60686.4
534.81	951.8	56113.2
534.91	951.7	51766.8
535.01	951.6	48020.2
535.11	951.5	44570.3
535.21	951.4	41721.5
535.31	951.3	39540.1
535.41	951.2	37613.3
535.51	951.1	35972
535.61	951	34501.7
535.71	950.9	33349.5
535.81	950.8	32326.3
535.91	950.7	31634.9
536.01	950.6	30813.6
536.11	950.5	30235.8
536.21	950.4	29639
536.31	950.3	29210
536.41	950.2	28730.8
536.51	950.1	28268
536.61	950	28015.2
536.71	949.9	27620.3
536.81	949.8	27230.2
536.91	949.7	26977.9
537.01	949.6	26797.8
537.11	949.5	26539.7
537.21	949.4	26356.4
537.31	949.3	26115.7
537.41	949.2	25955
537.51	949.1	25926.2
537.61	949	25544.3
537.71	948.9	25485.7
537.81	948.8	25346.6
537.91	948.7	25264.5
538.01	948.6	25234.7
538.11	948.5	25129.7
538.21	948.4	25123.8
538.31	948.3	25120.8
538.41	948.2	25013
538.51	948.1	24936.1
538.61	948	24930.2
538.71	947.9	24893.9
538.81	947.8	24832.4
538.91	947.7	24816.2
539.01	947.6	24865
539.11	947.5	24832.9
539.21	947.4	24708.3
539.31	947.3	24866.3
539.41	947.2	24944.2
539.51	947.1	24809.4
539.61	947	24898.2
539.71	946.9	24903.3
539.81	946.8	24864.3
539.91	946.7	24945.5
540.01	946.6	24868.5
540.11	946.5	24894.4
540.21	946.4	24872.2
540.31	946.3	24917.8
540.41	946.2	24948.1
540.51	946.1	24920.4
540.61	946	24780.6
540.71	945.9	24821.1
540.81	945.8	24719.6
540.91	945.7	24664.4
541.01	945.6	24522.9
541.11	945.5	24511.4
541.21	945.4	24381.3
541.31	945.3	24178.7
541.41	945.2	24097.6
541.51	945.1	24041.4
