C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
509.31	977.3	18839.4
509.41	977.2	18844.5
509.51	977.1	18786.6
509.61	977	18631
509.71	976.9	18792.6
509.81	976.8	18845.6
509.91	976.7	18937.4
510.01	976.6	18826.4
510.11	976.5	18758.5
510.21	976.4	18825.1
510.31	976.3	18736.9
510.41	976.2	18772.6
510.51	976.1	18805.2
510.61	976	18726
510.71	975.9	18796.7
510.81	975.8	18752.9
510.91	975.7	18658
511.01	975.6	18696.4
511.11	975.5	18741.1
511.21	975.4	18718.7
511.31	975.3	18789.8
511.41	975.2	18777.8
511.51	975.1	18652.3
511.61	975	18771.5
511.71	974.9	18821.1
511.81	974.8	18822.8
511.91	974.7	18771
512.01	974.6	18908.9
512.11	974.5	18859.1
512.21	974.4	18808
512.31	974.3	18855.2
512.41	974.2	18975.1
512.51	974.1	18927.4
512.61	974	18916.1
512.71	973.9	18958.1
512.81	973.8	18930.1
512.91	973.7	19124.5
513.01	973.6	19010.3
513.11	973.5	19126.2
513.21	973.4	19143.8
513.31	973.3	19072.4
513.41	973.2	19047.8
513.51	973.1	19017.1
513.61	973	19149.1
513.71	972.9	19100.3
513.81	972.8	19100.7
513.91	972.7	19106.3
514.01	972.6	19230.6
514.11	972.5	19235.2
514.21	972.4	19253.8
514.31	972.3	19242.5
514.41	972.2	19164.1
514.51	972.1	19149.5
514.61	972	19234.8
514.71	971.9	19317.9
514.81	971.8	19393.3
514.91	971.7	19266.1
515.01	971.6	19218.3
515.11	971.5	19321.2
515.21	971.4	19205.6
515.31	971.3	19396.3
515.41	971.2	19297.7
515.51	971.1	19344.9
515.61	971	19302.2
515.71	970.9	19316.6
515.81	970.8	19298.4
515.91	970.7	19281.8
516.01	970.6	19445.2
516.11	970.5	19434.9
516.21	970.4	19343.1
516.31	970.3	19417.1
516.41	970.2	19505
516.51	970.1	19513.2
516.61	970	19471.8
516.71	969.9	19450.8
516.81	969.8	19437.8
516.91	969.7	19417
517.01	969.6	19654
517.11	969.5	19593.6
517.21	969.4	19726.9
517.31	969.3	19584.3
517.41	969.2	19663.2
517.51	969.1	19553.8
517.61	969	19676.8
517.71	968.9	19666.8
517.81	968.8	19761.3
517.91	968.7	19744.4
518.01	968.6	19678.4
518.11	968.5	19708.7
518.21	968.4	19668.9
518.31	968.3	19668.9
518.41	968.2	19751.7
518.51	968.1	19703.5
518.61	968	19884
518.71	967.9	19931.7
518.81	967.8	20022.9
518.91	967.7	19867
519.01	967.6	19872.9
519.11	967.5	20007.2
519.21	967.4	20092.6
519.31	967.3	20019.2
519.41	967.2	20079.1
519.51	967.1	20130
519.61	967	20220.9
519.71	966.9	20264.7
519.81	966.8	20203.4
519.91	966.7	20358.7
520.01	966.6	20323.2
520.11	966.5	20454.3
520.21	966.4	20548.7
520.31	966.3	20636.4
520.41	966.2	20706.3
520.51	966.1	20756.8
520.61	966	20971.6
520.71	965.9	20951
520.81	965.8	21131.6
520.91	965.7	21229.8
521.01	965.6	21336.7
521.11	965.5	21471.9
521.21	965.4	21623.6
521.31	965.3	21671.3
521.41	965.2	21714.8
521.51	965.1	21686.6
521.61	965	21546.1
521.71	964.9	21547.3
521.81	964.8	21424.7
521.91	964.7	21333.3
522.01	964.6	21233.1
522.11	964.5	20947.5
522.21	964.4	20866.7
522.31	964.3	20806.1
522.41	964.2	20467
522.51	964.1	20468.6
522.61	964	20197.9
522.71	963.9	19941.3
522.81	963.8	19820.8
522.91	963.7	19494.1
523.01	963.6	19330.2
523.11	963.5	19168
523.21	963.4	19036.5
523.31	963.3	18875.1
523.41	963.2	18935.4
523.51	963.1	18723.7
