C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.7
KE_Ag3p	BE_Ag3p	CPS_Ag3p	Background_Ag3p
922.51	564.1	8233.51	8233.51
922.61	564	8182.44	8182.44
922.71	563.9	8267.26	8267.26
922.81	563.8	8068.06	8068.06
922.91	563.7	8278.74	8278.74
923.01	563.6	8099.33	8099.33
923.11	563.5	8143.53	8143.53
923.21	563.4	8102.89	8102.89
923.31	563.3	8051.94	8051.94
923.41	563.2	7991.53	7991.53
923.51	563.1	8074.03	8074.03
923.61	563	8035.77	8035.77
923.71	562.9	8011.47	8011.47
923.81	562.8	7955.64	7955.64
923.91	562.7	8079.01	8079.01
924.01	562.6	8053.26	8053.26
924.11	562.5	8087.97	8087.97
924.21	562.4	8041.81	8041.81
924.31	562.3	7975.13	7975.13
924.41	562.2	7953.01	7953.01
924.51	562.1	7970.63	7970.63
924.61	562	7894.67	7894.67
924.71	561.9	7931.2	7931.2
924.81	561.8	7966.8	7966.8
924.91	561.7	7878.6	7878.6
925.01	561.6	7853.61	7853.61
925.11	561.5	7761.11	7761.11
925.21	561.4	7776.59	7776.59
925.31	561.3	7811.17	7811.17
925.41	561.2	7735.77	7735.77
925.51	561.1	7930.29	7930.29
925.61	561	7944.07	7944.07
925.71	560.9	7829.3	7829.3
925.81	560.8	7702.4	7702.4
925.91	560.7	7800.46	7800.46
926.01	560.6	7833.8	7833.8
926.11	560.5	7911.39	7911.39
926.21	560.4	7771.11	7771.11
926.31	560.3	7884.63	7884.63
926.41	560.2	7935.03	7935.03
926.51	560.1	7714.17	7714.17
926.61	560	7755.06	7755.06
926.71	559.9	7793.47	7793.47
926.81	559.8	7772.59	7772.59
926.91	559.7	7848.99	7848.99
927.01	559.6	7856.33	7856.33
927.11	559.5	7968.39	7968.39
927.21	559.4	7826.63	7826.63
927.31	559.3	7886.19	7886.19
927.41	559.2	7866.93	7866.93
927.51	559.1	7907.54	7907.54
927.61	559	7898.19	7898.19
927.71	558.9	8023.54	8023.54
927.81	558.8	7914.54	7914.54
927.91	558.7	7799.17	7799.17
928.01	558.6	7836.24	7836.24
928.11	558.5	7869.93	7869.93
928.21	558.4	7807.07	7807.07
928.31	558.3	7865.24	7865.24
928.41	558.2	7803.61	7803.61
928.51	558.1	7709.97	7709.97
928.61	558	7623.06	7623.06
928.71	557.9	7760.17	7760.17
928.81	557.8	7930.93	7930.93
928.91	557.7	7921.34	7921.34
929.01	557.6	7910.97	7910.97
929.11	557.5	7801.59	7801.59
929.21	557.4	7782.69	7782.69
929.31	557.3	7705.69	7705.69
929.41	557.2	7739.11	7739.11
929.51	557.1	7725.24	7725.24
929.61	557	7624.09	7624.09
929.71	556.9	7767.97	7767.97
929.81	556.8	7775.91	7775.91
929.91	556.7	7784.53	7784.53
930.01	556.6	7881.13	7881.13
930.11	556.5	7918.03	7918.03
930.21	556.4	7746.16	7746.16
930.31	556.3	7787.1	7787.1
930.41	556.2	7861.49	7861.49
930.51	556.1	7845	7845
930.61	556	7784.54	7784.54
930.71	555.9	7721.64	7721.64
930.81	555.8	7736.61	7736.61
930.91	555.7	7684.13	7684.13
931.01	555.6	7732.79	7732.79
931.11	555.5	7715.83	7715.83
931.21	555.4	7744.07	7744.07
931.31	555.3	7862.61	7862.61
931.41	555.2	7742.71	7742.71
931.51	555.1	7791.79	7791.79
931.61	555	7793.17	7793.17
931.71	554.9	7848.84	7848.84
931.81	554.8	7819.37	7819.37
931.91	554.7	7787.69	7787.69
932.01	554.6	7675.11	7675.11
932.11	554.5	7720.76	7720.76
932.21	554.4	7666.91	7666.91
932.31	554.3	7708.24	7708.24
932.41	554.2	7837.94	7837.94
932.51	554.1	7835.46	7835.46
932.61	554	7898.63	7898.63
932.71	553.9	7729.73	7729.73
932.81	553.8	7762.49	7762.49
932.91	553.7	7791.41	7791.41
933.01	553.6	7713.4	7713.4
933.11	553.5	7829.4	7829.4
933.21	553.4	7851.93	7851.93
933.31	553.3	7779.36	7779.36
933.41	553.2	7756.31	7756.31
933.51	553.1	7760.01	7760.01
933.61	553	7641.41	7641.41
933.71	552.9	7779.96	7779.96
933.81	552.8	7836.13	7836.13
933.91	552.7	7866.56	7866.56
934.01	552.6	7840.31	7840.31
934.11	552.5	7804.24	7804.24
934.21	552.4	7748.06	7748.06
934.31	552.3	7703.71	7703.71
934.41	552.2	7683.9	7683.9
934.51	552.1	7669.31	7669.31
934.61	552	7662.87	7662.87
934.71	551.9	7615.61	7615.61
934.81	551.8	7748.11	7748.11
934.91	551.7	7627.7	7627.7
935.01	551.6	7620.46	7620.46
935.11	551.5	7686.89	7686.89
935.21	551.4	7641.46	7641.46
935.31	551.3	7566.24	7566.24
935.41	551.2	7670.46	7670.46
935.51	551.1	7841.67	7841.67
935.61	551	7764.86	7764.86
935.71	550.9	7729.67	7729.67
935.81	550.8	7808.77	7808.77
935.91	550.7	7775.26	7775.26
936.01	550.6	7682.84	7682.84
936.11	550.5	7675.67	7675.67
936.21	550.4	7664.34	7664.34
936.31	550.3	7818.57	7818.57
936.41	550.2	7739.74	7739.74
936.51	550.1	7755.24	7755.24
936.61	550	7823.86	7823.86
936.71	549.9	7677.26	7677.26
936.81	549.8	7686.16	7686.16
936.91	549.7	7731.94	7731.94
937.01	549.6	7835.99	7835.99
937.11	549.5	7693.53	7693.53
937.21	549.4	7729.46	7729.46
937.31	549.3	7775.06	7775.06
937.41	549.2	7720.4	7720.4
937.51	549.1	7606.64	7606.64
937.61	549	7664.51	7664.51
937.71	548.9	7724.8	7724.8
937.81	548.8	7852.34	7852.34
937.91	548.7	7741.16	7741.16
938.01	548.6	7776.09	7776.09
938.11	548.5	7866.1	7866.1
938.21	548.4	7802.5	7802.5
938.31	548.3	7698.36	7698.36
938.41	548.2	7715.36	7715.36
938.51	548.1	7715.64	7715.64
938.61	548	7731.27	7731.27
938.71	547.9	7655.7	7655.7
938.81	547.8	7671.44	7671.44
938.91	547.7	7831.06	7831.06
939.01	547.6	7847.44	7847.44
939.11	547.5	7704.67	7704.67
939.21	547.4	7776.84	7776.84
939.31	547.3	7757.37	7757.37
939.41	547.2	7763.51	7763.51
939.51	547.1	7703.33	7703.33
939.61	547	7655.46	7655.46
939.71	546.9	7626.36	7626.36
939.81	546.8	7661.71	7661.71
939.91	546.7	7732.71	7732.71
940.01	546.6	7744.09	7744.09
940.11	546.5	7759.26	7759.26
940.21	546.4	7745.93	7745.93
940.31	546.3	7750.97	7750.97
940.41	546.2	7608.91	7608.91
940.51	546.1	7866.91	7866.91
940.61	546	7772.59	7772.59
940.71	545.9	7727	7727
940.81	545.8	7733.87	7733.87
940.91	545.7	7673.77	7673.77
941.01	545.6	7734.14	7734.14
941.11	545.5	7548.21	7548.21
941.21	545.4	7610.34	7610.34
941.31	545.3	7709.17	7709.17
941.41	545.2	7819.2	7819.2
941.51	545.1	7721.91	7721.91
941.61	545	7770.17	7770.17
941.71	544.9	7756.87	7756.87
941.81	544.8	7704.17	7704.17
941.91	544.7	7752.89	7752.89
942.01	544.6	7502.47	7502.47
942.11	544.5	7742.27	7742.27
942.21	544.4	7709	7709
942.31	544.3	7800.27	7800.27
942.41	544.2	7830.96	7830.96
942.51	544.1	7837.4	7837.4
942.61	544	7805.04	7805.04
942.71	543.9	7773.71	7773.71
942.81	543.8	7569.11	7569.11
942.91	543.7	7671.21	7671.21
943.01	543.6	7769.84	7769.84
943.11	543.5	7756.59	7756.59
943.21	543.4	7844.66	7844.66
943.31	543.3	7723.23	7723.23
943.41	543.2	7801.9	7801.9
943.51	543.1	7820.63	7820.63
943.61	543	7840.2	7840.2
943.71	542.9	7684.6	7684.6
943.81	542.8	7729.1	7729.1
943.91	542.7	7832.07	7832.07
944.01	542.6	7732.59	7732.59
944.11	542.5	7734.11	7734.11
944.21	542.4	7817.96	7817.96
944.31	542.3	7717.51	7717.51
944.41	542.2	7642.3	7642.3
944.51	542.1	7737.64	7737.64
944.61	542	7715.39	7715.39
944.71	541.9	7745.8	7745.8
944.81	541.8	7856.41	7856.41
944.91	541.7	8040.01	8040.01
945.01	541.6	7879.93	7879.93
945.11	541.5	7810.39	7810.39
945.21	541.4	7773.17	7773.17
945.31	541.3	7706.73	7706.73
945.41	541.2	7914.57	7914.57
945.51	541.1	7906.87	7906.87
945.61	541	7696.09	7696.09
945.71	540.9	7934.17	7934.17
945.81	540.8	7869.61	7869.61
945.91	540.7	7657.06	7657.06
946.01	540.6	7704.9	7704.9
946.11	540.5	7802.64	7802.64
946.21	540.4	7859.71	7859.71
946.31	540.3	7860.06	7860.06
946.41	540.2	7805.73	7805.73
946.51	540.1	7713.43	7713.43
946.61	540	7653.8	7653.8
946.71	539.9	7782.23	7782.23
946.81	539.8	7698.76	7698.76
946.91	539.7	7780.09	7780.09
947.01	539.6	7781.76	7781.76
947.11	539.5	7933.57	7933.57
947.21	539.4	7699.89	7699.89
947.31	539.3	7870.11	7870.11
947.41	539.2	7727.9	7727.9
947.51	539.1	7894.19	7894.19
947.61	539	7675.77	7675.77
947.71	538.9	7760.24	7760.24
947.81	538.8	7708.3	7708.3
947.91	538.7	7762.3	7762.3
948.01	538.6	7695.37	7695.37
948.11	538.5	7807.54	7807.54
948.21	538.4	7812.14	7812.14
948.31	538.3	7752.33	7752.33
948.41	538.2	7815.81	7815.81
948.51	538.1	7768.47	7768.47
948.61	538	7711.27	7711.27
948.71	537.9	7879.57	7879.57
948.81	537.8	7855.59	7855.59
948.91	537.7	7919.17	7919.17
949.01	537.6	7968.56	7968.56
949.11	537.5	7966.5	7966.5
949.21	537.4	7893	7893
949.31	537.3	7951.59	7951.59
949.41	537.2	7888.79	7888.79
949.51	537.1	7921.94	7921.94
949.61	537	7944.53	7944.53
949.71	536.9	7869.61	7869.61
949.81	536.8	7971.83	7971.83
949.91	536.7	7853.6	7853.6
950.01	536.6	7948.73	7948.73
950.11	536.5	7743.83	7743.83
950.21	536.4	7986.4	7986.4
950.31	536.3	7851.23	7851.23
950.41	536.2	7834.33	7834.33
950.51	536.1	7802.31	7802.31
950.61	536	7879.13	7879.13
950.71	535.9	7810.21	7810.21
950.81	535.8	7769.13	7769.13
950.91	535.7	7827.47	7827.47
951.01	535.6	7839.6	7839.6
951.11	535.5	7922.99	7922.99
951.21	535.4	7721.24	7721.24
951.31	535.3	7731.91	7731.91
951.41	535.2	7749.11	7749.11
951.51	535.1	7878.51	7878.51
951.61	535	7934.17	7934.17
951.71	534.9	7945.8	7945.8
951.81	534.8	7943.46	7943.46
951.91	534.7	7943.64	7943.64
952.01	534.6	8035.61	8035.61
952.11	534.5	7893.91	7893.91
952.21	534.4	7950.63	7950.63
952.31	534.3	8037.76	8037.76
952.41	534.2	8053.97	8053.97
952.51	534.1	8012.07	8012.07
952.61	534	8190.41	8190.41
952.71	533.9	7950.16	7950.16
952.81	533.8	7917.84	7917.84
952.91	533.7	8061.57	8061.57
953.01	533.6	8004.39	8004.39
953.11	533.5	8071.33	8071.33
953.21	533.4	8013.93	8013.93
953.31	533.3	8009.34	8009.34
953.41	533.2	8130.79	8130.79
953.51	533.1	7947.14	7947.14
953.61	533	8043.81	8043.81
953.71	532.9	8100.27	8100.27
953.81	532.8	8124.17	8124.17
953.91	532.7	8030.49	8030.49
954.01	532.6	8141.47	8141.47
954.11	532.5	8192.19	8192.19
954.21	532.4	8163.76	8163.76
954.31	532.3	8114.34	8114.34
954.41	532.2	8037.53	8037.53
954.51	532.1	8052.69	8052.69
954.61	532	8085.1	8085.1
954.71	531.9	8154.51	8154.51
954.81	531.8	8129.04	8129.04
954.91	531.7	7901.77	7901.77
955.01	531.6	7901.09	7901.09
955.11	531.5	8114.91	8114.91
955.21	531.4	8175.76	8175.76
955.31	531.3	8102.86	8102.86
955.41	531.2	8140.54	8140.54
955.51	531.1	8203.3	8203.3
955.61	531	8393.81	8393.81
955.71	530.9	8260.74	8260.74
955.81	530.8	8245	8245
955.91	530.7	8183.6	8183.6
956.01	530.6	8044.83	8044.83
956.11	530.5	8047.21	8047.21
956.21	530.4	8026.26	8026.26
956.31	530.3	8045.97	8045.97
956.41	530.2	7963.03	7963.03
956.51	530.1	7922.71	7922.71
956.61	530	7773.53	7773.53
956.71	529.9	7733.03	7733.03
956.81	529.8	7893.36	7893.36
956.91	529.7	7869.57	7869.57
957.01	529.6	7854.47	7854.47
957.11	529.5	7899.49	7899.49
957.21	529.4	7939.53	7939.53
957.31	529.3	7850.04	7850.04
957.41	529.2	7725.17	7725.17
957.51	529.1	7705.69	7705.69
957.61	529	7901.53	7901.53
957.71	528.9	7823.13	7823.13
957.81	528.8	7815.47	7815.47
957.91	528.7	7812.94	7812.94
958.01	528.6	7794.01	7794.01
958.11	528.5	7818.69	7818.69
958.21	528.4	7998.56	7998.56
958.31	528.3	7946.93	7946.93
958.41	528.2	7894.11	7894.11
958.51	528.1	7790.74	7790.74
958.61	528	7903.69	7903.69
958.71	527.9	7932.43	7932.43
958.81	527.8	7888.13	7888.13
958.91	527.7	7902.64	7902.64
959.01	527.6	7971.49	7971.49
959.11	527.5	8065.41	8065.41
959.21	527.4	7824.87	7824.87
959.31	527.3	7884.04	7884.04
959.41	527.2	7833.71	7833.71
959.51	527.1	7767.16	7767.16
959.61	527	7862.49	7862.49
959.71	526.9	8045.51	8045.51
959.81	526.8	8015.09	8015.09
959.91	526.7	7946.3	7946.3
960.01	526.6	7978.54	7978.54
960.11	526.5	7877.89	7877.89
960.21	526.4	7870.56	7870.56
960.31	526.3	7961.1	7961.1
960.41	526.2	7859.97	7859.97
960.51	526.1	7890.54	7890.54
960.61	526	7779.07	7779.07
960.71	525.9	7719.57	7719.57
960.81	525.8	7736.83	7736.83
960.91	525.7	7878.2	7878.2
961.01	525.6	7901.63	7901.63
961.11	525.5	7770.43	7770.43
961.21	525.4	7717.41	7717.41
961.31	525.3	7967.64	7967.64
961.41	525.2	7764.8	7764.8
961.51	525.1	7866.69	7866.69
961.61	525	7914.67	7914.67
961.71	524.9	7883.29	7883.29
961.81	524.8	7901.4	7901.4
961.91	524.7	7775.14	7775.14
962.01	524.6	7868.87	7868.87
962.11	524.5	7997.73	7997.73
962.21	524.4	7977.87	7977.87
962.31	524.3	7891.14	7891.14
962.41	524.2	8064.53	8064.53
962.51	524.1	8061.73	8061.73
962.61	524	7893.23	7893.23
962.71	523.9	7899.37	7899.37
962.81	523.8	8040.44	8040.44
962.91	523.7	7929.86	7929.86
963.01	523.6	7986.94	7986.94
963.11	523.5	7931.54	7931.54
963.21	523.4	7823.23	7823.23
963.31	523.3	7856.31	7856.31
963.41	523.2	7856.66	7856.66
963.51	523.1	7933.73	7933.73
963.61	523	8032.46	8032.46
963.71	522.9	7957.39	7957.39
963.81	522.8	7974.91	7974.91
963.91	522.7	7915.69	7915.69
964.01	522.6	7899.26	7899.26
964.11	522.5	8050.07	8050.07
964.21	522.4	8111.23	8111.23
964.31	522.3	7849.37	7849.37
964.41	522.2	7884.57	7884.57
964.51	522.1	7875.37	7875.37
964.61	522	7921.1	7921.1
964.71	521.9	8010.46	8010.46
964.81	521.8	8043.86	8043.86
964.91	521.7	8021.27	8021.27
965.01	521.6	7905.76	7905.76
965.11	521.5	8050.51	8050.51
965.21	521.4	8034.83	8034.83
965.31	521.3	7976.43	7976.43
965.41	521.2	8079.37	8079.37
965.51	521.1	7933.16	7933.16
965.61	521	8063.71	8063.71
965.71	520.9	8043.73	8043.73
965.81	520.8	7988.51	7988.51
965.91	520.7	7993.9	7993.9
966.01	520.6	7917.46	7917.46
966.11	520.5	7919.31	7919.31
966.21	520.4	7865.81	7865.81
966.31	520.3	8059.59	8059.59
966.41	520.2	7876.17	7876.17
966.51	520.1	8161.26	8161.26
966.61	520	7827.63	7827.63
966.71	519.9	8016.5	8016.5
966.81	519.8	7945.13	7945.13
966.91	519.7	8066.39	8066.39
967.01	519.6	8031.54	8031.54
967.11	519.5	8021.9	8021.9
967.21	519.4	8074.94	8074.94
967.31	519.3	8103.41	8103.41
967.41	519.2	8036.43	8036.43
967.51	519.1	8076.71	8076.71
967.61	519	7951.16	7951.16
967.71	518.9	7952	7952
967.81	518.8	7918.43	7918.43
967.91	518.7	7982.46	7982.46
968.01	518.6	8144.6	8144.6
968.11	518.5	8087.43	8087.43
968.21	518.4	7995.47	7995.47
968.31	518.3	8085.84	8085.84
968.41	518.2	8024.81	8024.81
968.51	518.1	7940.14	7940.14
968.61	518	7853.71	7853.71
968.71	517.9	7902	7902
968.81	517.8	7964.07	7964.07
968.91	517.7	8052.91	8052.91
969.01	517.6	8017.69	8017.69
969.11	517.5	8016.43	8016.43
969.21	517.4	8041.33	8041.33
969.31	517.3	7973.47	7973.47
969.41	517.2	8161.6	8161.6
969.51	517.1	7902.97	7902.97
969.61	517	7975.56	7975.56
969.71	516.9	7972.09	7972.09
969.81	516.8	8133.8	8133.8
969.91	516.7	7942.67	7942.67
970.01	516.6	8023	8023
970.11	516.5	7900.86	7900.86
970.21	516.4	7959.24	7959.24
970.31	516.3	7975.44	7975.44
970.41	516.2	8035.39	8035.39
970.51	516.1	8158.76	8158.76
970.61	516	8008.59	8008.59
970.71	515.9	8141.11	8141.11
970.81	515.8	8035.34	8035.34
970.91	515.7	7964.71	7964.71
971.01	515.6	7965.07	7965.07
971.11	515.5	7939.14	7939.14
971.21	515.4	8121.79	8121.79
971.31	515.3	8119.79	8119.79
971.41	515.2	8155.64	8155.64
971.51	515.1	7936.37	7936.37
971.61	515	7879.49	7879.49
971.71	514.9	7957.39	7957.39
971.81	514.8	7915.01	7915.01
971.91	514.7	7804.97	7804.97
972.01	514.6	7990.21	7990.21
972.11	514.5	7940.97	7940.97
972.21	514.4	7986.24	7986.24
972.31	514.3	8111.31	8111.31
972.41	514.2	7925.33	7925.33
972.51	514.1	8110.41	8110.41
972.61	514	8088.77	8088.77
972.71	513.9	8051.69	8051.69
972.81	513.8	8069.24	8069.24
972.91	513.7	8212.56	8212.56
973.01	513.6	8157.53	8157.53
973.11	513.5	8032.66	8032.66
973.21	513.4	7928.57	7928.57
973.31	513.3	8048.11	8048.11
973.41	513.2	8071.07	8071.07
973.51	513.1	8152.63	8152.63
973.61	513	8068.94	8068.94
973.71	512.9	7991.87	7991.87
973.81	512.8	8025.53	8025.53
973.91	512.7	8005.63	8005.63
974.01	512.6	8082.87	8082.87
974.11	512.5	8065.54	8065.54
974.21	512.4	8086.2	8086.2
974.31	512.3	8060.44	8060.44
974.41	512.2	8210.54	8210.54
974.51	512.1	8020.94	8020.94
974.61	512	8145.64	8145.64
974.71	511.9	8113.19	8113.19
974.81	511.8	8092.96	8092.96
974.91	511.7	7941.24	7941.24
975.01	511.6	7955.69	7955.69
975.11	511.5	7880.41	7880.41
975.21	511.4	8276.24	8276.24
975.31	511.3	8048.96	8048.96
975.41	511.2	8050.56	8050.56
975.51	511.1	7943.59	7943.59
975.61	511	7915.2	7915.2
975.71	510.9	7969.16	7969.16
975.81	510.8	8020.93	8020.93
975.91	510.7	8028.03	8028.03
976.01	510.6	8005.34	8005.34
976.11	510.5	8004.7	8004.7
976.21	510.4	8094.01	8094.01
976.31	510.3	7964.11	7964.11
976.41	510.2	7775.27	7775.27
976.51	510.1	8136.21	8136.21
976.61	510	7979.97	7979.97
976.71	509.9	8054.11	8054.11
976.81	509.8	8056.27	8056.27
976.91	509.7	8075.33	8075.33
977.01	509.6	7987.03	7987.03
977.11	509.5	8060.54	8060.54
977.21	509.4	8147.77	8147.77
977.31	509.3	8041.04	8041.04
977.41	509.2	8152.63	8152.63
977.51	509.1	8199.53	8199.53
977.61	509	8297.56	8297.56
977.71	508.9	7984.67	7984.67
977.81	508.8	7910.63	7910.63
977.91	508.7	8051.07	8051.07
978.01	508.6	8211.27	8211.27
978.11	508.5	8128.11	8128.11
978.21	508.4	8155.51	8155.51
978.31	508.3	8313.67	8313.67
978.41	508.2	8193.71	8193.71
978.51	508.1	8188.33	8188.33
978.61	508	8053.17	8053.17
978.71	507.9	8240.74	8240.74
978.81	507.8	8250.36	8250.36
978.91	507.7	8148.14	8148.14
979.01	507.6	8143.3	8143.3
979.11	507.5	8282.3	8282.3
979.21	507.4	8107.7	8107.7
979.31	507.3	8278.16	8278.16
979.41	507.2	8223.26	8223.26
979.51	507.1	8076.86	8076.86
979.61	507	8025.01	8025.01
979.71	506.9	8069.71	8069.71
979.81	506.8	8142.37	8142.37
979.91	506.7	8115	8115
980.01	506.6	8048.93	8048.93
980.11	506.5	8173.7	8173.7
980.21	506.4	8216.63	8216.63
980.31	506.3	8058.7	8058.7
980.41	506.2	8055.9	8055.9
980.51	506.1	8009.44	8009.44
980.61	506	7934.87	7934.87
980.71	505.9	8063.41	8063.41
980.81	505.8	8114.99	8114.99
980.91	505.7	8046.31	8046.31
981.01	505.6	8130.97	8130.97
981.11	505.5	8257.13	8257.13
981.21	505.4	8316.99	8316.99
981.31	505.3	8280.2	8280.2
981.41	505.2	8292.1	8292.1
981.51	505.1	8321.57	8321.57
981.61	505	8263.49	8263.49
981.71	504.9	8207.24	8207.24
981.81	504.8	8093.07	8093.07
981.91	504.7	8152.06	8152.06
982.01	504.6	8179.63	8179.63
982.11	504.5	7990.41	7990.41
982.21	504.4	8204.31	8204.31
982.31	504.3	8197.43	8197.43
982.41	504.2	8114.86	8114.86
982.51	504.1	8266.26	8266.26
982.61	504	8144.6	8144.6
982.71	503.9	8283.7	8283.7
982.81	503.8	8436.93	8436.93
982.91	503.7	8282.47	8282.47
983.01	503.6	8085.87	8085.87
983.11	503.5	8207.97	8207.97
983.21	503.4	8367.63	8367.63
983.31	503.3	8197.46	8197.46
983.41	503.2	8173.44	8173.44
983.51	503.1	8193.21	8193.21
983.61	503	8158.96	8158.96
983.71	502.9	8059.57	8059.57
983.81	502.8	8397.67	8397.67
983.91	502.7	8187.56	8187.56
984.01	502.6	8183.5	8183.5
984.11	502.5	8362.79	8362.79
984.21	502.4	8139.3	8139.3
984.31	502.3	8280.47	8280.47
984.41	502.2	8172.24	8172.24
984.51	502.1	8156.7	8156.7
984.61	502	8255.29	8255.29
984.71	501.9	8140.19	8140.19
984.81	501.8	8166.96	8166.96
984.91	501.7	8204.26	8204.26
985.01	501.6	8263.73	8263.73
985.11	501.5	8286.43	8286.43
985.21	501.4	8151.69	8151.69
985.31	501.3	8137.59	8137.59
985.41	501.2	8323.43	8323.43
985.51	501.1	8371.49	8371.49
985.61	501	8266.2	8266.2
985.71	500.9	8290.99	8290.99
985.81	500.8	8044.6	8044.6
985.91	500.7	8198.61	8198.61
986.01	500.6	8215.43	8215.43
986.11	500.5	8384.24	8384.24
986.21	500.4	8462.44	8462.44
986.31	500.3	8247.97	8247.97
986.41	500.2	8173.4	8173.4
986.51	500.1	8141.04	8141.04
986.61	500	8216.11	8216.11
