C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	2.8
KE_Ag3p	BE_Ag3p	CPS_Ag3p
898.91	587.7	4449.13
899.01	587.6	4414.35
899.11	587.5	4424.2
899.21	587.4	4448.53
899.31	587.3	4467.84
899.41	587.2	4470.37
899.51	587.1	4489.46
899.61	587	4511.18
899.71	586.9	4517.95
899.81	586.8	4499.6
899.91	586.7	4465.69
900.01	586.6	4474.22
900.11	586.5	4446.08
900.21	586.4	4415.79
900.31	586.3	4369.66
900.41	586.2	4346.31
900.51	586.1	4364.46
900.61	586	4363.12
900.71	585.9	4332.14
900.81	585.8	4350.98
900.91	585.7	4243.4
901.01	585.6	4221.52
901.11	585.5	4215.81
901.21	585.4	4233.72
901.31	585.3	4186.97
901.41	585.2	4133.66
901.51	585.1	4154.71
901.61	585	4114.18
901.71	584.9	4077.29
901.81	584.8	4051.75
901.91	584.7	4064.57
902.01	584.6	4071.97
902.11	584.5	4064.88
902.21	584.4	3995.37
902.31	584.3	4006.29
902.41	584.2	3987.38
902.51	584.1	3956.45
902.61	584	3942.44
902.71	583.9	3963.93
902.81	583.8	3936.98
902.91	583.7	3907.4
903.01	583.6	3920.24
903.11	583.5	3906.63
903.21	583.4	3907.23
903.31	583.3	3866.39
903.41	583.2	3898.98
903.51	583.1	3881.51
903.61	583	3899.07
903.71	582.9	3887.27
903.81	582.8	3896.75
903.91	582.7	3887.07
904.01	582.6	3851.51
904.11	582.5	3872.78
904.21	582.4	3894.47
904.31	582.3	3861.61
904.41	582.2	3807.3
904.51	582.1	3843.09
904.61	582	3891.99
904.71	581.9	3867.75
904.81	581.8	3847.12
904.91	581.7	3824.83
905.01	581.6	3873.03
905.11	581.5	3913.73
905.21	581.4	3863.51
905.31	581.3	3841.92
905.41	581.2	3839.27
905.51	581.1	3812.57
905.61	581	3907.6
905.71	580.9	3894.57
905.81	580.8	3840.81
905.91	580.7	3836.42
906.01	580.6	3824.26
906.11	580.5	3851.68
906.21	580.4	3873.59
906.31	580.3	3898.77
906.41	580.2	3825.61
906.51	580.1	3869.43
906.61	580	3844.59
906.71	579.9	3855.75
906.81	579.8	3896.72
906.91	579.7	3865.58
907.01	579.6	3813.65
907.11	579.5	3846.04
907.21	579.4	3884.35
907.31	579.3	3882.41
907.41	579.2	3893.1
907.51	579.1	3846.96
907.61	579	3890.1
907.71	578.9	3868.98
907.81	578.8	3893.48
907.91	578.7	3862
908.01	578.6	3889.56
908.11	578.5	3935.41
908.21	578.4	3959.36
908.31	578.3	3958.13
908.41	578.2	3963.91
908.51	578.1	3945.99
908.61	578	3988.75
908.71	577.9	4039.18
908.81	577.8	3992.99
908.91	577.7	4078.04
909.01	577.6	4096.63
909.11	577.5	4078.61
909.21	577.4	4094.36
909.31	577.3	4135.75
909.41	577.2	4152.82
909.51	577.1	4149.01
909.61	577	4184.31
909.71	576.9	4214.2
909.81	576.8	4170.79
909.91	576.7	4207.38
910.01	576.6	4246.48
910.11	576.5	4274.95
910.21	576.4	4271.22
910.31	576.3	4302.16
910.41	576.2	4419.37
910.51	576.1	4413.46
910.61	576	4488.73
910.71	575.9	4549.55
910.81	575.8	4560.49
910.91	575.7	4598.96
911.01	575.6	4633.7
911.11	575.5	4729.95
911.21	575.4	4756.3
911.31	575.3	4848.19
911.41	575.2	4908.98
911.51	575.1	5008.78
911.61	575	5154.85
911.71	574.9	5212.37
911.81	574.8	5374.02
911.91	574.7	5421.13
912.01	574.6	5615.81
912.11	574.5	5724.92
912.21	574.4	5768.3
912.31	574.3	5887.73
912.41	574.2	6093.33
912.51	574.1	6265.46
912.61	574	6389.31
912.71	573.9	6506.12
912.81	573.8	6567.8
912.91	573.7	6742.41
913.01	573.6	6819.41
913.11	573.5	6966.1
913.21	573.4	6961.35
913.31	573.3	6955.37
913.41	573.2	6971.85
913.51	573.1	6918.25
913.61	573	6838.62
913.71	572.9	6779.15
913.81	572.8	6680.46
913.91	572.7	6567.52
914.01	572.6	6488.48
914.11	572.5	6233.24
914.21	572.4	6010.44
914.31	572.3	5908.74
914.41	572.2	5720.71
914.51	572.1	5652.2
914.61	572	5467.34
914.71	571.9	5353.03
914.81	571.8	5197.37
914.91	571.7	5034.92
915.01	571.6	4908.42
915.11	571.5	4782.96
915.21	571.4	4737.33
915.31	571.3	4642.82
915.41	571.2	4530.12
915.51	571.1	4469.69
915.61	571	4406.89
915.71	570.9	4285.64
915.81	570.8	4273.22
915.91	570.7	4235.32
916.01	570.6	4165.71
916.11	570.5	4097.09
916.21	570.4	4046.66
916.31	570.3	4028.86
916.41	570.2	3941.25
916.51	570.1	3893.07
916.61	570	3864.67
916.71	569.9	3822.78
916.81	569.8	3811.79
916.91	569.7	3785.53
917.01	569.6	3770.7
917.11	569.5	3761.28
917.21	569.4	3720.85
917.31	569.3	3691.12
917.41	569.2	3707.82
917.51	569.1	3668.99
917.61	569	3609.47
917.71	568.9	3631.89
917.81	568.8	3644.99
917.91	568.7	3618.51
918.01	568.6	3618.58
918.11	568.5	3633.36
918.21	568.4	3607.52
918.31	568.3	3595.02
918.41	568.2	3573.02
918.51	568.1	3578.62
918.61	568	3455.93
918.71	567.9	3424.28
918.81	567.8	3509.85
918.91	567.7	3501.04
919.01	567.6	3503.4
919.11	567.5	3496.12
919.21	567.4	3497.24
919.31	567.3	3470.74
919.41	567.2	3456.07
919.51	567.1	3457.1
919.61	567	3399.82
919.71	566.9	3402.17
919.81	566.8	3386.72
919.91	566.7	3448.04
920.01	566.6	3464.92
920.11	566.5	3415.89
920.21	566.4	3424.31
920.31	566.3	3367.6
920.41	566.2	3396.51
920.51	566.1	3420.63
920.61	566	3396.11
920.71	565.9	3357.01
920.81	565.8	3394.92
920.91	565.7	3367.32
921.01	565.6	3429.9
921.11	565.5	3400.25
921.21	565.4	3349.24
921.31	565.3	3379.97
921.41	565.2	3395.35
921.51	565.1	3375.65
921.61	565	3371.6
921.71	564.9	3376.25
921.81	564.8	3379.68
921.91	564.7	3395.51
922.01	564.6	3409.92
922.11	564.5	3357.91
922.21	564.4	3354.83
922.31	564.3	3357.05
922.41	564.2	3324.91
922.51	564.1	3309.08
922.61	564	3350.79
922.71	563.9	3399.82
922.81	563.8	3360.11
922.91	563.7	3317.76
923.01	563.6	3305.09
923.11	563.5	3310.04
923.21	563.4	3353.51
923.31	563.3	3311.62
923.41	563.2	3342.53
923.51	563.1	3354.72
923.61	563	3298.13
923.71	562.9	3283.67
923.81	562.8	3311.39
923.91	562.7	3355.65
924.01	562.6	3382.6
924.11	562.5	3387.35
924.21	562.4	3354.74
924.31	562.3	3330.46
924.41	562.2	3398.33
924.51	562.1	3351.26
924.61	562	3321.09
924.71	561.9	3306.06
924.81	561.8	3321.53
924.91	561.7	3340.5
925.01	561.6	3353.64
925.11	561.5	3346.18
925.21	561.4	3405.41
925.31	561.3	3397.49
925.41	561.2	3348.72
925.51	561.1	3360.61
925.61	561	3340.65
925.71	560.9	3276.88
925.81	560.8	3344.7
925.91	560.7	3332.26
926.01	560.6	3386.4
926.11	560.5	3372.29
926.21	560.4	3340.34
926.31	560.3	3277.74
926.41	560.2	3314.51
926.51	560.1	3369.5
926.61	560	3321.79
926.71	559.9	3320.53
926.81	559.8	3343.95
926.91	559.7	3327.39
927.01	559.6	3332.48
927.11	559.5	3345.38
927.21	559.4	3340.66
927.31	559.3	3351.73
927.41	559.2	3349.39
927.51	559.1	3325.33
927.61	559	3302.37
927.71	558.9	3299.23
927.81	558.8	3269.18
927.91	558.7	3287.19
928.01	558.6	3290.12
928.11	558.5	3322.71
928.21	558.4	3326.87
928.31	558.3	3334.37
928.41	558.2	3282.47
928.51	558.1	3351.56
928.61	558	3352.21
928.71	557.9	3307.77
928.81	557.8	3371.58
928.91	557.7	3309.87
929.01	557.6	3299.33
929.11	557.5	3302.09
929.21	557.4	3291.89
929.31	557.3	3289.1
929.41	557.2	3284.71
929.51	557.1	3355.18
929.61	557	3344.82
929.71	556.9	3272.18
929.81	556.8	3324.82
929.91	556.7	3302.97
930.01	556.6	3326.86
930.11	556.5	3337.5
930.21	556.4	3339.39
930.31	556.3	3374.37
930.41	556.2	3343.38
930.51	556.1	3345.32
930.61	556	3342.58
930.71	555.9	3322.96
930.81	555.8	3338.78
930.91	555.7	3307.8
931.01	555.6	3310.73
931.11	555.5	3363.46
931.21	555.4	3368.1
931.31	555.3	3357.25
931.41	555.2	3342.63
931.51	555.1	3349.49
931.61	555	3297.45
931.71	554.9	3378.4
931.81	554.8	3346.21
931.91	554.7	3325.61
932.01	554.6	3343.41
932.11	554.5	3290.83
932.21	554.4	3312.6
932.31	554.3	3265.3
932.41	554.2	3334.17
932.51	554.1	3355.39
932.61	554	3316.82
932.71	553.9	3348.32
932.81	553.8	3322.14
932.91	553.7	3302.61
933.01	553.6	3322.17
933.11	553.5	3360.6
933.21	553.4	3332.99
933.31	553.3	3325.08
933.41	553.2	3313.74
933.51	553.1	3347.81
933.61	553	3339.73
933.71	552.9	3362.26
933.81	552.8	3318.72
933.91	552.7	3334.7
934.01	552.6	3361.6
934.11	552.5	3379.36
934.21	552.4	3321.91
934.31	552.3	3344.42
934.41	552.2	3338.21
934.51	552.1	3302.17
934.61	552	3369.6
934.71	551.9	3390.92
934.81	551.8	3348.11
934.91	551.7	3329.47
935.01	551.6	3343.41
935.11	551.5	3348.6
935.21	551.4	3331.2
935.31	551.3	3312.2
935.41	551.2	3344.65
935.51	551.1	3366.62
935.61	551	3348.72
935.71	550.9	3357.85
935.81	550.8	3377.88
935.91	550.7	3360.92
936.01	550.6	3370
936.11	550.5	3338.07
936.21	550.4	3357.06
936.31	550.3	3336.41
936.41	550.2	3325.53
936.51	550.1	3360.88
936.61	550	3354.64
936.71	549.9	3377.25
936.81	549.8	3385.12
936.91	549.7	3335.75
937.01	549.6	3356.31
937.11	549.5	3362.93
937.21	549.4	3374.42
937.31	549.3	3361.65
937.41	549.2	3353.61
937.51	549.1	3363.72
937.61	549	3392.4
937.71	548.9	3388.05
937.81	548.8	3357.44
937.91	548.7	3386.13
938.01	548.6	3403.9
938.11	548.5	3356.65
938.21	548.4	3350.17
938.31	548.3	3353.25
938.41	548.2	3362.5
938.51	548.1	3306.85
938.61	548	3420.74
938.71	547.9	3431.56
938.81	547.8	3389.69
938.91	547.7	3381.92
939.01	547.6	3393.9
939.11	547.5	3422.68
939.21	547.4	3418.5
939.31	547.3	3383.4
939.41	547.2	3362.59
939.51	547.1	3376.11
939.61	547	3389.2
939.71	546.9	3364.01
939.81	546.8	3383.4
939.91	546.7	3392.35
940.01	546.6	3385.55
940.11	546.5	3412.8
940.21	546.4	3366.1
940.31	546.3	3344.87
940.41	546.2	3407.44
940.51	546.1	3450.62
940.61	546	3454.37
940.71	545.9	3408.4
940.81	545.8	3332.68
940.91	545.7	3359.76
941.01	545.6	3411.95
941.11	545.5	3403.05
941.21	545.4	3408.37
941.31	545.3	3422.8
941.41	545.2	3456.17
941.51	545.1	3390.17
941.61	545	3403.24
941.71	544.9	3436.84
941.81	544.8	3350.39
941.91	544.7	3400.13
942.01	544.6	3371.89
942.11	544.5	3381.9
942.21	544.4	3402.48
942.31	544.3	3416.03
942.41	544.2	3448.27
942.51	544.1	3391.16
942.61	544	3373.95
942.71	543.9	3365.16
942.81	543.8	3380.24
942.91	543.7	3439.29
943.01	543.6	3445.36
943.11	543.5	3390.3
943.21	543.4	3382.59
943.31	543.3	3424.13
943.41	543.2	3381.66
943.51	543.1	3382.43
943.61	543	3386.47
943.71	542.9	3380.72
943.81	542.8	3397.59
943.91	542.7	3447.15
944.01	542.6	3429.9
944.11	542.5	3378.8
944.21	542.4	3342.41
944.31	542.3	3368.79
944.41	542.2	3396.6
944.51	542.1	3424.68
944.61	542	3385.86
944.71	541.9	3345.72
944.81	541.8	3324.28
944.91	541.7	3401.57
945.01	541.6	3381.59
945.11	541.5	3388.25
945.21	541.4	3442.68
945.31	541.3	3424.06
945.41	541.2	3403.27
945.51	541.1	3406.63
945.61	541	3447.06
945.71	540.9	3400.03
945.81	540.8	3381.11
945.91	540.7	3416.96
946.01	540.6	3414.74
946.11	540.5	3416.95
946.21	540.4	3421.56
946.31	540.3	3416.48
946.41	540.2	3391.06
946.51	540.1	3444.3
946.61	540	3443.5
946.71	539.9	3392.42
946.81	539.8	3409.56
946.91	539.7	3486.58
947.01	539.6	3377.71
947.11	539.5	3368.43
947.21	539.4	3391.79
947.31	539.3	3394.18
947.41	539.2	3409.04
947.51	539.1	3456.02
947.61	539	3401.42
947.71	538.9	3415.73
947.81	538.8	3449.89
947.91	538.7	3438.94
948.01	538.6	3447.63
948.11	538.5	3430.68
948.21	538.4	3437.85
948.31	538.3	3456.11
948.41	538.2	3391.82
948.51	538.1	3398.72
948.61	538	3376.89
948.71	537.9	3430.68
948.81	537.8	3431.82
948.91	537.7	3440.27
949.01	537.6	3418.88
949.11	537.5	3419.31
949.21	537.4	3441.21
949.31	537.3	3452.86
949.41	537.2	3435.74
949.51	537.1	3415.36
949.61	537	3404.45
949.71	536.9	3435.57
949.81	536.8	3414.07
949.91	536.7	3428.96
950.01	536.6	3433.03
950.11	536.5	3470.57
950.21	536.4	3436.53
950.31	536.3	3461.58
950.41	536.2	3419.37
950.51	536.1	3391.23
950.61	536	3411.53
950.71	535.9	3476.14
950.81	535.8	3442.78
950.91	535.7	3512.34
951.01	535.6	3465.87
951.11	535.5	3445.82
951.21	535.4	3395.41
951.31	535.3	3412.11
951.41	535.2	3442.73
951.51	535.1	3444.33
951.61	535	3473.95
951.71	534.9	3488.19
951.81	534.8	3431.65
951.91	534.7	3515.68
952.01	534.6	3510.25
952.11	534.5	3460.87
952.21	534.4	3494.07
952.31	534.3	3465.58
952.41	534.2	3497.78
952.51	534.1	3498.6
952.61	534	3487.18
952.71	533.9	3422.76
952.81	533.8	3481.85
952.91	533.7	3532.58
953.01	533.6	3477.7
953.11	533.5	3491.14
953.21	533.4	3462.21
953.31	533.3	3471.45
953.41	533.2	3485.88
953.51	533.1	3424.48
953.61	533	3503.09
953.71	532.9	3526.67
953.81	532.8	3569.71
953.91	532.7	3515.98
954.01	532.6	3526.22
954.11	532.5	3537.59
954.21	532.4	3555.48
954.31	532.3	3540.51
954.41	532.2	3513.65
954.51	532.1	3570.74
954.61	532	3539.1
954.71	531.9	3526.27
954.81	531.8	3521.11
954.91	531.7	3552.29
955.01	531.6	3579.47
955.11	531.5	3551.99
955.21	531.4	3592.18
955.31	531.3	3563.4
955.41	531.2	3583.73
955.51	531.1	3566.73
955.61	531	3599.28
955.71	530.9	3596.07
955.81	530.8	3579.14
955.91	530.7	3582.04
956.01	530.6	3560.57
956.11	530.5	3561.22
956.21	530.4	3566.92
956.31	530.3	3540.18
956.41	530.2	3536.9
956.51	530.1	3530.75
956.61	530	3516.63
956.71	529.9	3520.48
956.81	529.8	3473.72
956.91	529.7	3443.41
957.01	529.6	3473.37
957.11	529.5	3523.98
957.21	529.4	3474.31
957.31	529.3	3516.26
957.41	529.2	3525.81
957.51	529.1	3497.57
957.61	529	3499.51
957.71	528.9	3451.21
957.81	528.8	3505.99
957.91	528.7	3456.56
958.01	528.6	3486.36
958.11	528.5	3470.37
958.21	528.4	3486.19
958.31	528.3	3594.44
958.41	528.2	3544.97
958.51	528.1	3513.28
958.61	528	3493.76
958.71	527.9	3486.11
958.81	527.8	3472.17
958.91	527.7	3543.78
959.01	527.6	3486.2
959.11	527.5	3560.17
959.21	527.4	3530.81
959.31	527.3	3506.71
959.41	527.2	3511.35
959.51	527.1	3508.45
959.61	527	3486.1
959.71	526.9	3586.6
959.81	526.8	3496.29
959.91	526.7	3468.09
960.01	526.6	3501.32
960.11	526.5	3516.06
960.21	526.4	3556.85
960.31	526.3	3505.92
960.41	526.2	3516.74
960.51	526.1	3501.52
960.61	526	3496.05
960.71	525.9	3486.06
960.81	525.8	3525.61
960.91	525.7	3488.52
961.01	525.6	3532.32
961.11	525.5	3539.41
961.21	525.4	3559.8
961.31	525.3	3506.4
961.41	525.2	3553.75
961.51	525.1	3502.28
961.61	525	3490.39
961.71	524.9	3534
961.81	524.8	3460.72
961.91	524.7	3547.28
962.01	524.6	3528.07
962.11	524.5	3541.26
962.21	524.4	3528.68
962.31	524.3	3461.98
962.41	524.2	3494.86
962.51	524.1	3517.59
962.61	524	3526.75
962.71	523.9	3549.36
962.81	523.8	3473.59
962.91	523.7	3565.65
963.01	523.6	3504.75
963.11	523.5	3506.11
963.21	523.4	3594.78
963.31	523.3	3556.64
963.41	523.2	3549.35
963.51	523.1	3530.53
963.61	523	3495.39
963.71	522.9	3512.78
963.81	522.8	3533.45
963.91	522.7	3513.26
964.01	522.6	3538.51
964.11	522.5	3551.81
964.21	522.4	3553.23
964.31	522.3	3537.34
964.41	522.2	3490.41
964.51	522.1	3480.79
964.61	522	3512.16
964.71	521.9	3497.99
964.81	521.8	3552.69
964.91	521.7	3550.94
965.01	521.6	3539.92
965.11	521.5	3547.49
965.21	521.4	3568.66
965.31	521.3	3547.02
965.41	521.2	3517.93
965.51	521.1	3484.91
965.61	521	3501.62
965.71	520.9	3554.06
965.81	520.8	3513.61
965.91	520.7	3538.19
966.01	520.6	3577.62
966.11	520.5	3544.95
966.21	520.4	3553.41
966.31	520.3	3565.47
966.41	520.2	3601.69
966.51	520.1	3576.91
966.61	520	3552.95
966.71	519.9	3550.14
966.81	519.8	3548.53
966.91	519.7	3535.41
967.01	519.6	3589.14
967.11	519.5	3554.21
967.21	519.4	3545.89
967.31	519.3	3533.06
967.41	519.2	3516.91
967.51	519.1	3529.77
967.61	519	3577.44
967.71	518.9	3527.11
967.81	518.8	3571.45
967.91	518.7	3539.06
968.01	518.6	3541.9
968.11	518.5	3566.44
968.21	518.4	3500.47
968.31	518.3	3542.04
968.41	518.2	3523.27
968.51	518.1	3550.48
968.61	518	3562.68
968.71	517.9	3592.54
968.81	517.8	3544.43
968.91	517.7	3578.86
969.01	517.6	3554.19
969.11	517.5	3538.66
969.21	517.4	3563.32
969.31	517.3	3570.38
969.41	517.2	3615.79
969.51	517.1	3597.38
969.61	517	3552.05
969.71	516.9	3563.76
969.81	516.8	3579.91
969.91	516.7	3555.67
970.01	516.6	3588.02
970.11	516.5	3611.98
970.21	516.4	3570.15
970.31	516.3	3582.35
970.41	516.2	3567.34
970.51	516.1	3592.61
970.61	516	3598.82
970.71	515.9	3568.28
970.81	515.8	3586.37
970.91	515.7	3622.63
971.01	515.6	3592.93
971.11	515.5	3572.99
971.21	515.4	3653.67
971.31	515.3	3593.98
971.41	515.2	3625.36
971.51	515.1	3583.55
971.61	515	3609.33
971.71	514.9	3595.91
971.81	514.8	3603.5
971.91	514.7	3581.41
972.01	514.6	3559.02
972.11	514.5	3626.44
972.21	514.4	3604.2
972.31	514.3	3564.63
972.41	514.2	3608.25
972.51	514.1	3579.66
972.61	514	3629.42
972.71	513.9	3604.65
972.81	513.8	3538.81
972.91	513.7	3583.29
973.01	513.6	3605.17
973.11	513.5	3624.93
973.21	513.4	3611.52
973.31	513.3	3612.89
973.41	513.2	3609.62
973.51	513.1	3608.93
973.61	513	3591.56
973.71	512.9	3604.93
973.81	512.8	3610.25
973.91	512.7	3615.61
974.01	512.6	3620.89
974.11	512.5	3631.22
974.21	512.4	3618.35
974.31	512.3	3637.05
974.41	512.2	3638.1
974.51	512.1	3590.79
974.61	512	3591.05
974.71	511.9	3594.44
974.81	511.8	3577.83
974.91	511.7	3560.16
975.01	511.6	3551.37
975.11	511.5	3564.38
975.21	511.4	3624.54
975.31	511.3	3644.55
975.41	511.2	3650.87
975.51	511.1	3692.08
975.61	511	3640.02
975.71	510.9	3659.67
975.81	510.8	3616.66
975.91	510.7	3581.22
976.01	510.6	3554.84
976.11	510.5	3626.93
976.21	510.4	3598.79
976.31	510.3	3646.12
976.41	510.2	3637.94
976.51	510.1	3611.58
976.61	510	3628.75
976.71	509.9	3640.78
976.81	509.8	3622.87
976.91	509.7	3653.53
977.01	509.6	3651.11
977.11	509.5	3649.76
977.21	509.4	3700.79
977.31	509.3	3678.93
977.41	509.2	3645.47
977.51	509.1	3646.99
977.61	509	3670.9
977.71	508.9	3629.5
977.81	508.8	3613.07
977.91	508.7	3662.27
978.01	508.6	3630.19
978.11	508.5	3638.14
978.21	508.4	3605.91
978.31	508.3	3597.27
978.41	508.2	3656.16
978.51	508.1	3650.61
978.61	508	3641.83
978.71	507.9	3637.79
978.81	507.8	3633.49
978.91	507.7	3679.28
979.01	507.6	3630.15
979.11	507.5	3661.61
979.21	507.4	3643.42
979.31	507.3	3630.37
979.41	507.2	3675.01
979.51	507.1	3676.41
979.61	507	3696.47
979.71	506.9	3643.19
979.81	506.8	3614.54
979.91	506.7	3661.96
980.01	506.6	3691.67
980.11	506.5	3685.67
980.21	506.4	3637.04
980.31	506.3	3700.84
980.41	506.2	3665.03
980.51	506.1	3691.45
980.61	506	3689.41
980.71	505.9	3651.9
980.81	505.8	3720.98
980.91	505.7	3747.38
981.01	505.6	3683.67
981.11	505.5	3601.19
981.21	505.4	3715.77
981.31	505.3	3671.75
981.41	505.2	3644.12
981.51	505.1	3617.39
981.61	505	3688.96
981.71	504.9	3698.1
981.81	504.8	3731.22
981.91	504.7	3672.35
982.01	504.6	3692.17
982.11	504.5	3713.7
982.21	504.4	3711.79
982.31	504.3	3660.33
982.41	504.2	3673.7
982.51	504.1	3688.14
982.61	504	3661.04
982.71	503.9	3746.32
982.81	503.8	3757.03
982.91	503.7	3720.69
983.01	503.6	3676.67
983.11	503.5	3656.56
983.21	503.4	3651.09
983.31	503.3	3668.66
983.41	503.2	3672.79
983.51	503.1	3691.46
983.61	503	3720.65
983.71	502.9	3647.88
983.81	502.8	3692.59
983.91	502.7	3701.53
984.01	502.6	3725.8
984.11	502.5	3628.34
984.21	502.4	3719.36
984.31	502.3	3695.98
984.41	502.2	3750.39
984.51	502.1	3661.53
984.61	502	3730.26
984.71	501.9	3708.02
984.81	501.8	3741.52
984.91	501.7	3744.68
985.01	501.6	3690.87
985.11	501.5	3727.87
985.21	501.4	3703.04
985.31	501.3	3744.68
985.41	501.2	3753.01
985.51	501.1	3749.07
985.61	501	3696.72
985.71	500.9	3701.37
985.81	500.8	3750.36
985.91	500.7	3746.72
986.01	500.6	3706.84
986.11	500.5	3724.97
986.21	500.4	3733.52
986.31	500.3	3740.38
986.41	500.2	3699.46
986.51	500.1	3758.65
986.61	500	3714.93
