C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2_clean.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
485.91	1000.7	25424.2
486.01	1000.6	25379.6
486.11	1000.5	25279.6
486.21	1000.4	25372.8
486.31	1000.3	25357.7
486.41	1000.2	25450.3
486.51	1000.1	25376.8
486.61	1000	25566.3
486.71	999.9	25498.5
486.81	999.8	25399
486.91	999.7	25483.2
487.01	999.6	25581.5
487.11	999.5	25490.7
487.21	999.4	25350.6
487.31	999.3	25478.1
487.41	999.2	25522.1
487.51	999.1	25492.3
487.61	999	25581.3
487.71	998.9	25591.5
487.81	998.8	25580.9
487.91	998.7	25605.7
488.01	998.6	25528.5
488.11	998.5	25596.6
488.21	998.4	25635.2
488.31	998.3	25813.8
488.41	998.2	25675.3
488.51	998.1	25748.2
488.61	998	25650.2
488.71	997.9	25639.3
488.81	997.8	25767.8
488.91	997.7	25729.8
489.01	997.6	25759.7
489.11	997.5	25781.2
489.21	997.4	25793.6
489.31	997.3	25927.5
489.41	997.2	25739.8
489.51	997.1	25649
489.61	997	25891.6
489.71	996.9	25799.1
489.81	996.8	25868.2
489.91	996.7	25876.8
490.01	996.6	25964.8
490.11	996.5	25991.2
490.21	996.4	25944
490.31	996.3	25893.1
490.41	996.2	25935.7
490.51	996.1	26061.4
490.61	996	26038.5
490.71	995.9	26087.8
490.81	995.8	26152.2
490.91	995.7	26109.8
491.01	995.6	26161.1
491.11	995.5	26165.4
491.21	995.4	26139.4
491.31	995.3	26217.2
491.41	995.2	26267.2
491.51	995.1	26080.4
491.61	995	26135.1
491.71	994.9	26276.3
491.81	994.8	26277.5
491.91	994.7	26358.1
492.01	994.6	26393.8
492.11	994.5	26289.5
492.21	994.4	26130.3
492.31	994.3	26323.3
492.41	994.2	26204.7
492.51	994.1	26423.7
492.61	994	26461.8
492.71	993.9	26258.6
492.81	993.8	26275
492.91	993.7	26331.1
493.01	993.6	26152.6
493.11	993.5	26337.9
493.21	993.4	26324.7
493.31	993.3	26308
493.41	993.2	26374.1
493.51	993.1	26224.8
493.61	993	26297.2
493.71	992.9	26222.9
493.81	992.8	26174
493.91	992.7	26117.2
494.01	992.6	26259.6
494.11	992.5	26244.1
494.21	992.4	26170
494.31	992.3	26062.6
494.41	992.2	26157.9
494.51	992.1	26086.6
494.61	992	26142.6
494.71	991.9	26216.9
494.81	991.8	26239.1
494.91	991.7	26233.3
495.01	991.6	26079.6
495.11	991.5	26139.6
495.21	991.4	26089.8
495.31	991.3	25977.6
495.41	991.2	26212.6
495.51	991.1	26287.1
495.61	991	26155.5
495.71	990.9	26149.1
495.81	990.8	26153.1
495.91	990.7	26107.2
496.01	990.6	26281.7
496.11	990.5	26184.9
496.21	990.4	26130.5
496.31	990.3	26206.8
496.41	990.2	26258.6
496.51	990.1	26308.2
496.61	990	26204.4
496.71	989.9	26283.4
496.81	989.8	26128.3
496.91	989.7	26105.7
497.01	989.6	26212.5
497.11	989.5	26206
497.21	989.4	26274.7
497.31	989.3	26336.5
497.41	989.2	26300.1
497.51	989.1	26342.4
497.61	989	26454.8
497.71	988.9	26324.3
497.81	988.8	26314.6
497.91	988.7	26323.9
498.01	988.6	26173
498.11	988.5	26302.4
498.21	988.4	26205.2
498.31	988.3	26275.6
498.41	988.2	26237.4
498.51	988.1	26261.8
498.61	988	26328.8
498.71	987.9	26293.7
498.81	987.8	26244.8
498.91	987.7	26417.6
499.01	987.6	26284.2
499.11	987.5	26483.4
499.21	987.4	26331
499.31	987.3	26462.9
499.41	987.2	26401.2
499.51	987.1	26336.8
499.61	987	26368.2
499.71	986.9	26443.8
499.81	986.8	26357.6
499.91	986.7	26267.4
500.01	986.6	26262.3
500.11	986.5	26388.6
500.21	986.4	26368
500.31	986.3	26251.1
500.41	986.2	26352.1
500.51	986.1	26404.1
500.61	986	26352.9
500.71	985.9	26400.2
500.81	985.8	26452.4
500.91	985.7	26431.7
501.01	985.6	26531.5
501.11	985.5	26516.1
501.21	985.4	26488
501.31	985.3	26394.1
501.41	985.2	26426.7
501.51	985.1	26560.3
501.61	985	26499.8
501.71	984.9	26420.3
501.81	984.8	26304.1
501.91	984.7	26542.9
502.01	984.6	26444.9
502.11	984.5	26500.2
502.21	984.4	26606.3
502.31	984.3	26462.3
502.41	984.2	26265
502.51	984.1	26380.9
502.61	984	26585.1
502.71	983.9	26565.4
502.81	983.8	26491.3
502.91	983.7	26508.8
503.01	983.6	26584.6
503.11	983.5	26626.5
503.21	983.4	26517.4
503.31	983.3	26724
503.41	983.2	26585.5
503.51	983.1	26535.4
503.61	983	26548.9
503.71	982.9	26599.1
503.81	982.8	26653.1
503.91	982.7	26609
504.01	982.6	26756.4
504.11	982.5	26731.8
504.21	982.4	26700.5
504.31	982.3	26762.3
504.41	982.2	26762.9
504.51	982.1	26808.7
504.61	982	26740.1
504.71	981.9	26687.4
504.81	981.8	26654.6
504.91	981.7	26699.5
505.01	981.6	26713.8
505.11	981.5	26709.6
505.21	981.4	26870.1
505.31	981.3	26786.8
505.41	981.2	26838.8
505.51	981.1	26820.6
505.61	981	26744.3
505.71	980.9	26816.6
505.81	980.8	26921
505.91	980.7	26779.3
506.01	980.6	26861.8
506.11	980.5	26853.3
506.21	980.4	26951.2
506.31	980.3	26993.9
506.41	980.2	27068.9
506.51	980.1	27021.4
506.61	980	26983.3
506.71	979.9	27040.4
506.81	979.8	27078.1
506.91	979.7	27042.8
507.01	979.6	27072
507.11	979.5	27191.1
507.21	979.4	27084.7
507.31	979.3	27291.7
507.41	979.2	27190.3
507.51	979.1	27082.3
507.61	979	27188
507.71	978.9	27168.2
507.81	978.8	27282.3
507.91	978.7	27370.2
508.01	978.6	27339.4
508.11	978.5	27346
508.21	978.4	27388
508.31	978.3	27482.4
508.41	978.2	27397
508.51	978.1	27571.1
508.61	978	27635.9
508.71	977.9	27735.1
508.81	977.8	27661.8
508.91	977.7	27616.4
509.01	977.6	27764.3
509.11	977.5	27726.5
509.21	977.4	27873.5
509.31	977.3	27831.8
509.41	977.2	27755.4
509.51	977.1	27990.6
509.61	977	28080.7
509.71	976.9	28080.5
509.81	976.8	27945.2
509.91	976.7	28026.6
510.01	976.6	27998.1
510.11	976.5	28272.1
510.21	976.4	28336.9
510.31	976.3	28390.4
510.41	976.2	28447.1
510.51	976.1	28360.7
510.61	976	28453.7
510.71	975.9	28419.8
510.81	975.8	28664
510.91	975.7	28513.9
511.01	975.6	28696.5
511.11	975.5	28735.5
511.21	975.4	28748.4
511.31	975.3	28932.3
511.41	975.2	28912
511.51	975.1	28819
511.61	975	29012.2
511.71	974.9	29049.7
511.81	974.8	29203.9
511.91	974.7	29172.2
512.01	974.6	29051.6
512.11	974.5	29193.1
512.21	974.4	29172.3
512.31	974.3	29228.2
512.41	974.2	29132.6
512.51	974.1	29057.2
512.61	974	29105.4
512.71	973.9	28996.1
512.81	973.8	28917.4
512.91	973.7	28910.2
513.01	973.6	28781.6
513.11	973.5	28708.2
513.21	973.4	28803.6
513.31	973.3	28725.1
513.41	973.2	28505.2
513.51	973.1	28288.8
513.61	973	28412.6
513.71	972.9	28463
513.81	972.8	28436.3
513.91	972.7	28322.7
514.01	972.6	28321.4
514.11	972.5	28265.9
514.21	972.4	28249.1
514.31	972.3	28229.3
514.41	972.2	28219.5
514.51	972.1	28177.2
514.61	972	28075.5
514.71	971.9	27937.8
514.81	971.8	28201.1
514.91	971.7	28195.7
515.01	971.6	28068.1
515.11	971.5	28018.6
515.21	971.4	27967.4
515.31	971.3	27997.1
515.41	971.2	27993.3
515.51	971.1	27828.4
515.61	971	27865.2
515.71	970.9	27845.8
515.81	970.8	27916.7
515.91	970.7	27816.9
516.01	970.6	27722.8
516.11	970.5	27771.7
516.21	970.4	27711.9
516.31	970.3	27949.6
516.41	970.2	27841
516.51	970.1	27769.8
516.61	970	27593.1
516.71	969.9	27673.9
516.81	969.8	27597.6
516.91	969.7	27603.6
517.01	969.6	27424.5
517.11	969.5	27440.6
517.21	969.4	27508.7
517.31	969.3	27642.5
517.41	969.2	27570.4
517.51	969.1	27551.4
517.61	969	27459.8
517.71	968.9	27550.2
517.81	968.8	27536.1
517.91	968.7	27341.9
518.01	968.6	27403.6
518.11	968.5	27472.6
518.21	968.4	27566.2
518.31	968.3	27482.2
518.41	968.2	27465
518.51	968.1	27467.5
518.61	968	27324.7
518.71	967.9	27459.1
518.81	967.8	27444.9
518.91	967.7	27437.7
519.01	967.6	27548.7
519.11	967.5	27580.4
519.21	967.4	27609.5
519.31	967.3	27458.3
519.41	967.2	27494.9
519.51	967.1	27462.6
519.61	967	27471.3
519.71	966.9	27565.3
519.81	966.8	27399.5
519.91	966.7	27598.7
520.01	966.6	27676.9
520.11	966.5	27765.1
520.21	966.4	27726.2
520.31	966.3	27748.5
520.41	966.2	27873.8
520.51	966.1	27854.2
520.61	966	27961.9
520.71	965.9	28110.5
520.81	965.8	28154.5
520.91	965.7	28222.5
521.01	965.6	28207.3
521.11	965.5	28122.3
521.21	965.4	28196.7
521.31	965.3	28288
521.41	965.2	28473.9
521.51	965.1	28436
521.61	965	28422.3
521.71	964.9	28527.2
521.81	964.8	28430.4
521.91	964.7	28457.3
522.01	964.6	28352.9
522.11	964.5	28196.3
522.21	964.4	28244.4
522.31	964.3	28181.1
522.41	964.2	28109.5
522.51	964.1	28186.2
522.61	964	28122.7
522.71	963.9	28181.7
522.81	963.8	28115.8
522.91	963.7	28164.9
523.01	963.6	28289.5
523.11	963.5	28389.8
523.21	963.4	28346.2
523.31	963.3	28575.1
523.41	963.2	28720.6
523.51	963.1	28781.4
523.61	963	28952.8
523.71	962.9	29104.8
523.81	962.8	29017.5
523.91	962.7	29179.1
524.01	962.6	29403.4
524.11	962.5	29435.2
524.21	962.4	29476.2
524.31	962.3	29540.9
524.41	962.2	29531.7
524.51	962.1	29449.6
524.61	962	29459.7
524.71	961.9	29428.9
524.81	961.8	29372.8
524.91	961.7	29084.8
525.01	961.6	28988.6
525.11	961.5	28976.8
525.21	961.4	28855.3
525.31	961.3	28616.5
525.41	961.2	28473.8
525.51	961.1	28235.4
525.61	961	28208.9
525.71	960.9	27941.3
525.81	960.8	27875.7
525.91	960.7	27814.6
526.01	960.6	27547.3
526.11	960.5	27348.6
526.21	960.4	27389.1
