C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2_clean.vms
Au4d
	Characteristic Energy eV	1486.61	Acquisition Time s	0.1
KE_Au4d	BE_Au4d	CPS_Au4d	Background_Au4d
1012.61	474	14169	14169
1013.11	473.5	14057.5	14057.5
1013.61	473	13996.4	13996.4
1014.11	472.5	13968.4	13968.4
1014.61	472	13929.3	13929.3
1015.11	471.5	13767	13767
1015.61	471	13638.4	13638.4
1016.11	470.5	14007.9	14007.9
1016.61	470	14240	14240
1017.11	469.5	14280.2	14280.2
1017.61	469	14257.6	14257.6
1018.11	468.5	14045.6	14045.6
1018.61	468	14044.3	14044.3
1019.11	467.5	14033.9	14033.9
1019.61	467	13902.3	13902.3
1020.11	466.5	13982.5	13982.5
1020.61	466	14040.3	14040.3
1021.11	465.5	14280.3	14280.3
1021.61	465	14382.9	14382.9
1022.11	464.5	14233.2	14233.2
1022.61	464	14056.4	14056.4
1023.11	463.5	14179.4	14179.4
1023.61	463	14185.8	14185.8
1024.11	462.5	14339.6	14339.6
1024.61	462	14362.1	14362.1
1025.11	461.5	14281.4	14281.4
1025.61	461	14430.8	14430.8
1026.11	460.5	14374.2	14374.2
1026.61	460	14401.5	14401.5
1027.11	459.5	14494.7	14494.7
1027.61	459	14629.2	14629.2
1028.11	458.5	14692.3	14692.3
1028.61	458	14649.8	14649.8
1029.11	457.5	14634.6	14634.6
1029.61	457	14484.5	14484.5
1030.11	456.5	14836.1	14836.1
1030.61	456	14482.1	14482.1
1031.11	455.5	14812.1	14812.1
1031.61	455	14867.9	14867.9
1032.11	454.5	14576.8	14576.8
1032.61	454	14991.5	14991.5
1033.11	453.5	15000.8	15000.8
1033.61	453	14827.4	14827.4
1034.11	452.5	14620.5	14620.5
1034.61	452	14729.6	14729.6
1035.11	451.5	14900.9	14900.9
1035.61	451	14963.9	14963.9
1036.11	450.5	15010.9	15010.9
1036.61	450	15133.9	15133.9
1037.11	449.5	15212.4	15212.4
1037.61	449	15166	15166
1038.11	448.5	15158.8	15158.8
1038.61	448	15356.7	15356.7
1039.11	447.5	15144.5	15144.5
1039.61	447	15084.9	15084.9
1040.11	446.5	15104.7	15104.7
1040.61	446	15118.4	15118.4
1041.11	445.5	15304.8	15304.8
1041.61	445	15228.6	15228.6
1042.11	444.5	15204	15204
1042.61	444	15381.1	15381.1
1043.11	443.5	15340.8	15340.8
1043.61	443	15407.1	15407.1
1044.11	442.5	15198.8	15198.8
1044.61	442	15286.3	15286.3
1045.11	441.5	15050.6	15050.6
1045.61	441	15396.3	15396.3
1046.11	440.5	15416.7	15416.7
1046.61	440	15223.4	15223.4
1047.11	439.5	15627.1	15627.1
1047.61	439	15553.3	15553.3
1048.11	438.5	15589	15589
1048.61	438	15401.3	15401.3
1049.11	437.5	15446.3	15446.3
1049.61	437	15586.7	15586.7
1050.11	436.5	15623.8	15623.8
1050.61	436	15599.7	15599.7
1051.11	435.5	15696.5	15696.5
1051.61	435	15712.6	15712.6
1052.11	434.5	15811.8	15811.8
1052.61	434	15775.8	15775.8
1053.11	433.5	15492.7	15492.7
1053.61	433	15704.9	15704.9
1054.11	432.5	15730.4	15730.4
1054.61	432	15776.7	15776.7
1055.11	431.5	15914.5	15914.5
1055.61	431	15821.8	15821.8
1056.11	430.5	15865.4	15865.4
1056.61	430	15630.6	15630.6
1057.11	429.5	15968.7	15968.7
1057.61	429	15791.6	15791.6
1058.11	428.5	15921	15921
1058.61	428	15836.8	15836.8
1059.11	427.5	15846.9	15846.9
1059.61	427	16006.7	16006.7
1060.11	426.5	16259.5	16259.5
1060.61	426	16007.9	16007.9
1061.11	425.5	16054.5	16054.5
1061.61	425	16011.6	16011.6
1062.11	424.5	16208.9	16208.9
1062.61	424	16027.3	16027.3
1063.11	423.5	16053.4	16053.4
1063.61	423	15995.3	15995.3
1064.11	422.5	16103.4	16103.4
1064.61	422	16189.4	16189.4
1065.11	421.5	16146.1	16146.1
1065.61	421	16011.1	16011.1
1066.11	420.5	16292.2	16292.2
1066.61	420	16291.6	16291.6
1067.11	419.5	16325.1	16325.1
1067.61	419	16436.4	16436.4
1068.11	418.5	16289.6	16289.6
1068.61	418	16218.8	16218.8
1069.11	417.5	16293.1	16293.1
1069.61	417	16338.3	16338.3
1070.11	416.5	16222.5	16222.5
1070.61	416	16392.4	16392.4
1071.11	415.5	16566.8	16566.8
1071.61	415	16332.4	16332.4
1072.11	414.5	16545.2	16545.2
1072.61	414	16435.9	16435.9
1073.11	413.5	16479.9	16479.9
1073.61	413	16645	16645
1074.11	412.5	16302	16302
1074.61	412	16396.8	16396.8
1075.11	411.5	16597.9	16597.9
1075.61	411	16748.5	16748.5
1076.11	410.5	16713.1	16713.1
1076.61	410	16434.6	16434.6
1077.11	409.5	16471	16471
1077.61	409	16666.5	16666.5
1078.11	408.5	16511.2	16511.2
1078.61	408	16316.7	16316.7
1079.11	407.5	16444.3	16444.3
1079.61	407	16413.3	16413.3
1080.11	406.5	16798.6	16798.6
1080.61	406	16626.8	16626.8
1081.11	405.5	16353.4	16353.4
1081.61	405	16504.1	16504.1
1082.11	404.5	16710.6	16710.6
1082.61	404	16624.1	16624.1
1083.11	403.5	16395.4	16395.4
1083.61	403	16563.5	16563.5
1084.11	402.5	17037.6	17037.6
1084.61	402	16697.2	16697.2
1085.11	401.5	16696.3	16696.3
1085.61	401	16885.7	16885.7
1086.11	400.5	16854	16854
1086.61	400	16757.5	16757.5
1087.11	399.5	16803.9	16803.9
1087.61	399	17062.6	17062.6
1088.11	398.5	16991.7	16991.7
1088.61	398	16871.7	16871.7
1089.11	397.5	16933.2	16933.2
1089.61	397	16695.3	16695.3
1090.11	396.5	16605.3	16605.3
1090.61	396	16634.8	16634.8
1091.11	395.5	16695	16695
1091.61	395	16717.7	16717.7
1092.11	394.5	16739.3	16739.3
1092.61	394	16756.6	16756.6
1093.11	393.5	16687.9	16687.9
1093.61	393	16703.9	16703.9
1094.11	392.5	16737	16737
1094.61	392	16902.3	16902.3
1095.11	391.5	16977.4	16977.4
1095.61	391	16789.7	16789.7
1096.11	390.5	16603.1	16603.1
1096.61	390	16632.6	16632.6
1097.11	389.5	16800.6	16800.6
1097.61	389	16589.4	16589.4
1098.11	388.5	16712.5	16712.5
1098.61	388	16686.1	16686.1
1099.11	387.5	16705.6	16705.6
1099.61	387	16820.7	16820.7
1100.11	386.5	16767.6	16767.6
1100.61	386	16858.3	16858.3
1101.11	385.5	16499.3	16499.3
1101.61	385	16670.8	16670.8
1102.11	384.5	16588.3	16588.3
1102.61	384	16424.3	16424.3
1103.11	383.5	16384.7	16384.7
1103.61	383	16406.1	16406.1
1104.11	382.5	16596.6	16596.6
1104.61	382	16580.7	16580.7
1105.11	381.5	16648.5	16648.5
1105.61	381	16727.5	16727.5
1106.11	380.5	16610.6	16610.6
1106.61	380	16686.1	16686.1
1107.11	379.5	16960.5	16960.5
1107.61	379	16707.4	16707.4
1108.11	378.5	16719.4	16719.4
1108.61	378	16714.6	16714.6
1109.11	377.5	16458.9	16458.9
1109.61	377	16475.5	16475.5
1110.11	376.5	16185.8	16185.8
1110.61	376	16587.5	16587.5
1111.11	375.5	16549.4	16549.4
1111.61	375	16476.7	16476.7
1112.11	374.5	16295	16295
1112.61	374	16233.9	16233.9
1113.11	373.5	16230.4	16230.4
1113.61	373	16206.5	16206.5
1114.11	372.5	16331.6	16331.6
1114.61	372	16030.1	16030.1
1115.11	371.5	16219.1	16219.1
1115.61	371	16244.2	16244.2
1116.11	370.5	16209.2	16209.2
1116.61	370	16245.9	16245.9
1117.11	369.5	16088.6	16088.6
1117.61	369	15754.4	15754.4
1118.11	368.5	15616	15616
1118.61	368	15645	15645
1119.11	367.5	15205.5	15205.5
1119.61	367	15099.2	15099.2
1120.11	366.5	14829.8	14829.8
1120.61	366	14760.2	14760.2
1121.11	365.5	14491.8	14491.8
1121.61	365	14592.7	14592.7
1122.11	364.5	14510.4	14510.4
1122.61	364	14491.2	14491.2
1123.11	363.5	14415.6	14415.6
1123.61	363	14482.3	14482.3
1124.11	362.5	14666.2	14666.2
1124.61	362	14531.9	14531.9
1125.11	361.5	14675.1	14675.1
1125.61	361	14873	14873
1126.11	360.5	14612.8	14612.8
1126.61	360	14655.5	14655.5
1127.11	359.5	14565.8	14565.8
1127.61	359	14552.7	14552.7
1128.11	358.5	14535.9	14535.9
1128.61	358	14843.1	14843.1
1129.11	357.5	14792.7	14792.7
1129.61	357	15578.4	15578.4
1130.11	356.5	15893.5	15893.5
1130.61	356	16556	16556
1131.11	355.5	17419.4	17419.4
1131.61	355	18632.5	18632.5
1132.11	354.5	19725.8	19725.8
1132.61	354	20453.9	20453.9
1133.11	353.5	20926.9	20926.9
1133.61	353	20877	20877
1134.11	352.5	20180.2	20180.2
1134.61	352	18846	18846
1135.11	351.5	17732.6	17732.6
1135.61	351	16286.5	16286.5
1136.11	350.5	14818.1	14818.1
1136.61	350	13627.5	13627.5
1137.11	349.5	12494.1	12494.1
1137.61	349	11696	11696
1138.11	348.5	10607	10607
1138.61	348	9845.83	9845.83
1139.11	347.5	9447.93	9447.93
1139.61	347	9021.97	9021.97
1140.11	346.5	8613.71	8613.71
1140.61	346	8401.54	8401.54
1141.11	345.5	8326.94	8326.94
1141.61	345	8478.94	8478.94
1142.11	344.5	8487.99	8487.99
1142.61	344	8162.26	8162.26
1143.11	343.5	8012.39	8012.39
1143.61	343	7921.8	7921.8
1144.11	342.5	7881.03	7881.03
1144.61	342	7538.58	7538.58
1145.11	341.5	7568.4	7568.4
1145.61	341	7550.53	7550.53
1146.11	340.5	7770.43	7770.43
1146.61	340	7804.92	7804.92
1147.11	339.5	8206.42	8206.42
1147.61	339	8743.81	8743.81
1148.11	338.5	9654.88	9654.88
1148.61	338	10957.5	10957.5
1149.11	337.5	12270.1	12270.1
1149.61	337	13790.9	13790.9
1150.11	336.5	15910.8	15910.8
1150.61	336	17569.8	17569.8
1151.11	335.5	18802.6	18802.6
1151.61	335	18822.9	18822.9
1152.11	334.5	17979.4	17979.4
1152.61	334	16400.9	16400.9
1153.11	333.5	13934.3	13934.3
1153.61	333	11550.3	11550.3
1154.11	332.5	9365.41	9365.41
1154.61	332	7484.39	7484.39
1155.11	331.5	6242.46	6242.46
1155.61	331	5188.99	5188.99
1156.11	330.5	4454.3	4454.3
1156.61	330	3747.49	3747.49
1157.11	329.5	3354.72	3354.72
1157.61	329	2927.46	2927.46
1158.11	328.5	2469.97	2469.97
1158.61	328	2214.06	2214.06
1159.11	327.5	2019.31	2019.31
1159.61	327	1779.27	1779.27
1160.11	326.5	1707.19	1707.19
1160.61	326	1464.67	1464.67
1161.11	325.5	1293.03	1293.03
1161.61	325	1319.05	1319.05
1162.11	324.5	1140.02	1140.02
1162.61	324	978.69	978.69
1163.11	323.5	970.052	970.052
1163.61	323	995.03	995.03
1164.11	322.5	800.025	800.025
1164.61	322	543.379	543.379
1165.11	321.5	678.301	678.301
1165.61	321	682.278	682.278
1166.11	320.5	492.695	492.695
1166.61	320	572.481	572.481
1167.11	319.5	323.831	323.831
1167.61	319	465.611	465.611
1168.11	318.5	589.775	589.775
1168.61	318	600.582	600.582
1169.11	317.5	415.405	415.405
1169.61	317	439.054	439.054
1170.11	316.5	540.861	540.861
1170.61	316	255.222	255.222
1171.11	315.5	416.51	416.51
1171.61	315	442.424	442.424
1172.11	314.5	348.52	348.52
1172.61	314	292.838	292.838
1173.11	313.5	330.137	330.137
1173.61	313	144.909	144.909
1174.11	312.5	276.176	276.176
1174.61	312	238.249	238.249
1175.11	311.5	368.152	368.152
1175.61	311	184.952	184.952
1176.11	310.5	337.241	337.241
1176.61	310	199.437	199.437
1177.11	309.5	153.952	153.952
1177.61	309	-35.208	-35.208
1178.11	308.5	179.628	179.628
1178.61	308	51.8259	51.8259
1179.11	307.5	-45.151	-45.151
1179.61	307	150.659	150.659
1180.11	306.5	183.3	183.3
1180.61	306	189.441	189.441
1181.11	305.5	136.264	136.264
1181.61	305	138.868	138.868
1182.11	304.5	157.498	157.498
1182.61	304	43.263	43.263
1183.11	303.5	51.704	51.704
1183.61	303	21.1482	21.1482
1184.11	302.5	87.6658	87.6658
1184.61	302	217.338	217.338
1185.11	301.5	110.621	110.621
1185.61	301	35.1559	35.1559
1186.11	300.5	115.972	115.972
1186.61	300	83.2435	83.2435
1187.11	299.5	141.976	141.976
1187.61	299	178.562	178.562
1188.11	298.5	282.709	282.709
1188.61	298	123.27	123.27
1189.11	297.5	-212.458	-212.458
1189.61	297	-259.286	-259.286
1190.11	296.5	41.3326	41.3326
1190.61	296	38.4711	38.4711
1191.11	295.5	88.3173	88.3173
1191.61	295	-88.5946	-88.5946
1192.11	294.5	16.5188	16.5188
1192.61	294	58.6058	58.6058
1193.11	293.5	170.658	170.658
1193.61	293	169.082	169.082
1194.11	292.5	107.126	107.126
1194.61	292	64.0978	64.0978
1195.11	291.5	260.627	260.627
1195.61	291	-17.2774	-17.2774
1196.11	290.5	-65.7652	-65.7652
1196.61	290	215.557	215.557
1197.11	289.5	132.359	132.359
1197.61	289	97.0751	97.0751
1198.11	288.5	-65.8585	-65.8585
1198.61	288	35.4906	35.4906
1199.11	287.5	155.404	155.404
1199.61	287	54.1618	54.1618
1200.11	286.5	185.983	185.983
1200.61	286	81.0444	81.0444
1201.11	285.5	181.248	181.248
1201.61	285	312.04	312.04
1202.11	284.5	495.705	495.705
1202.61	284	650.872	650.872
1203.11	283.5	441.32	441.32
1203.61	283	75.1063	75.1063
1204.11	282.5	-72.3485	-72.3485
1204.61	282	32.2158	32.2158
1205.11	281.5	-77.5844	-77.5844
1205.61	281	-82.5595	-82.5595
1206.11	280.5	-61.3359	-61.3359
1206.61	280	-239.987	-239.987
1207.11	279.5	-72.6359	-72.6359
1207.61	279	25.7329	25.7329
1208.11	278.5	-172.798	-172.798
1208.61	278	-16.7364	-16.7364
1209.11	277.5	81.8393	81.8393
1209.61	277	1.7031	1.7031
1210.11	276.5	-11.699	-11.699
1210.61	276	-12.0514	-12.0514
1211.11	275.5	-148.281	-148.281
1211.61	275	-270.895	-270.895
1212.11	274.5	-44.2841	-44.2841
1212.61	274	141.404	141.404
1213.11	273.5	-82.5513	-82.5513
1213.61	273	115.555	115.555
1214.11	272.5	170.788	170.788
1214.61	272	50.6152	50.6152
1215.11	271.5	1.68475	1.68475
1215.61	271	-16.3073	-16.3073
1216.11	270.5	-113.341	-113.341
1216.61	270	-244.112	-244.112
1217.11	269.5	47.1742	47.1742
1217.61	269	168.007	168.007
1218.11	268.5	121.944	121.944
1218.61	268	-108.07	-108.07
1219.11	267.5	-127.27	-127.27
1219.61	267	-167.992	-167.992
1220.11	266.5	-6.68785	-6.68785
1220.61	266	63.0189	63.0189
1221.11	265.5	-5.18869	-5.18869
1221.61	265	16.8473	16.8473
1222.11	264.5	35.0805	35.0805
1222.61	264	143.931	143.931
1223.11	263.5	-112.335	-112.335
1223.61	263	-135.523	-135.523
1224.11	262.5	-21.9818	-21.9818
1224.61	262	-10.6851	-10.6851
