experiment 2019-01-28_au in o2 800um nozzle_irregular-January212020161648				
Counts per Second				
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Counts per Second	BE_Counts per Second	CPS_Counts per Second	Background_Counts per Second	
1401.36	85.25	1144.76	1203.35	
1401.41	85.2	1236.55	1212.5	
1401.46	85.15	1307.19	1321.3	
1401.51	85.1	1385.6	1433.06	
1401.56	85.05	1504.41	1502.55	
1401.61	85	1617.43	1595.84	
1401.66	84.95	1784.51	1822.95	
1401.71	84.9	1953.59	1977.54	
1401.76	84.85	2169.39	2144.88	
1401.81	84.8	2414.7	2398.4	
1401.86	84.75	2713.21	2720.89	
1401.91	84.7	3060.02	3028.53	
1401.96	84.65	3449.24	3415.6	
1402.01	84.6	3855.84	3866.29	
1402.06	84.55	4347.21	4372.31	
1402.11	84.5	4877.55	4888.25	
1402.16	84.45	5456.84	5557.3	
1402.21	84.4	6085.95	6145.95	
1402.26	84.35	6760.76	6792.95	
1402.31	84.3	7468.09	7393.07	
1402.36	84.25	8046.03	8091.86	
1402.41	84.2	8569.58	8583.46	
1402.46	84.15	9004.67	8994.06	
1402.51	84.1	9233.34	9251.82	
1402.56	84.05	9202.32	9094.49	
1402.61	84	9009.92	9154.76	
1402.66	83.95	8572.54	8675.14	
1402.71	83.9	8031.4	7930.27	
1402.76	83.85	7311.62	7252.15	
1402.81	83.8	6471.96	6451.24	
1402.86	83.75	5723.37	5743.06	
1402.91	83.7	5008.69	4934.59	
1402.96	83.65	4311.04	4350.71	
1403.01	83.6	3679.09	3696.29	
1403.06	83.55	3107.54	3157.34	
1403.11	83.5	2699.58	2716.32	
1403.16	83.45	2292.13	2253.81	
1403.21	83.4	1947.35	1888.57	
1403.26	83.35	1678.08	1658.34	
1403.31	83.3	1465.63	1465.14	
1403.36	83.25	1280.58	1308.65	
1403.41	83.2	1129.88	1119.7	
1403.46	83.15	1010.22	980.725	
1403.51	83.1	900.087	918.335	
1403.56	83.05	822.698	845.224	
1403.61	83	754.608	760.895	
1403.66	82.95	692.962	737.006	
1403.71	82.9	661.72	688.01	
1403.76	82.85	622.198	593.641	
1403.81	82.8	585.078	564.254	
1403.86	82.75	555.151	549.077	
1403.91	82.7	517.59	527.862	
1403.96	82.65	497.18	500.205	
1404.01	82.6	467.224	470.941	
1404.06	82.55	458.275	494.086	
1404.11	82.5	442.906	446.865	
1404.16	82.45	431.985	431.127	
1404.21	82.4	409.759	442.14	
1404.26	82.35	403.177	419.279	
1404.31	82.3	380.981	388.672	
1404.36	82.25	384.224	356.975	
1404.41	82.2	378.385	370.914	
1404.46	82.15	370.322	388.706	
1404.51	82.1	358.429	362.544	
1404.56	82.05	358.659	359.671	
1404.61	82	353.091	369.746	
1404.66	81.95	342.64	331.354	
1404.71	81.9	342.553	328.574	
1404.76	81.85	345.731	350.64	
1404.81	81.8	321.833	332.75	
1404.86	81.75	315.297	327.859	
1404.91	81.7	313.992	308.916	
1404.96	81.65	315.562	350.33	
1405.01	81.6	307.586	320.159	
1405.06	81.55	301.532	317.871	
1405.11	81.5	295.866	326.7	
1405.16	81.45	306.897	325.168	
1405.21	81.4	304.508	336.049	
1405.26	81.35	290.281	308.659	
1405.31	81.3	290.129	266.455	
1405.36	81.25	290.743	289.201	
1405.41	81.2	290.498	287.079	
1405.46	81.15	289.977	293.693	
1405.51	81.1	295.252	284.732	
1405.56	81.05	286.939	286.486	
1405.61	81	282.162	287.76	
1405.66	80.95	275.502	283.106	
1405.71	80.9	274.284	290.417	
1405.76	80.85	273.863	268.72	
1405.81	80.8	279.315	279.492	
1405.86	80.75	275.881	273.061	
1405.91	80.7	261.982	262.941	
1405.96	80.65	280.151	290.558	
1406.01	80.6	265.637	273.287	
1406.06	80.55	269.154	253.957	
1406.11	80.5	266.16	266.476	
1406.16	80.45	251.99	259.165	
1406.21	80.4	253.227	252.68	
1406.26	80.35	257.483	267.049	
1406.31	80.3	257.606	257.924	
1406.36	80.25	257.374	270.373	
1406.41	80.2	248.576	250.619	
1406.46	80.15	259.604	290.505	
1406.51	80.1	251.78	269.755	
1406.56	80.05	263.885	257.757	
1406.61	80	252.079	243.919	
1406.66	79.95	255.173	244.365	
1406.71	79.9	249.252	248.15	
1406.76	79.85	254.326	248.807	
1406.81	79.8	253.868	267.416	
1406.86	79.75	237.961	246.977	
1406.91	79.7	247.398	265.117	
1406.96	79.65	252.087	254.56	
1407.01	79.6	247.028	253.661	
1407.06	79.55	248.684	268.715	
1407.11	79.5	254.509	258.23	
1407.16	79.45	248.34	240.311	
1407.21	79.4	246.176	255.132	
1407.26	79.35	250.609	262.56	
1407.31	79.3	252.04	240.271	
1407.36	79.25	241.233	242.209	
1407.41	79.2	243.161	267.744	
1407.46	79.15	244.101	220.874	
1407.51	79.1	247.623	241.537	
1407.56	79.05	238.361	246.693	
1407.61	79	247.418	266.374	
1407.66	78.95	240.614	249.061	
1407.71	78.9	237.064	241.118	
1407.76	78.85	238.27	235.734	
1407.81	78.8	238.205	228.386	
1407.86	78.75	240.591	241.106	
1407.91	78.7	243.199	238.16	
1407.96	78.65	243.063	249.97	
1408.01	78.6	238.5	250.349	
1408.06	78.55	234.429	227.114	
1408.11	78.5	229.51	238.189	
1408.16	78.45	238.496	239.829	
1408.21	78.4	247.524	255.818	
1408.26	78.35	238.178	238.401	
1408.31	78.3	229.704	236.227	
1408.36	78.25	226.813	234.142	
1408.41	78.2	234.51	237.139	
1408.46	78.15	244.252	236.12	
1408.51	78.1	241.905	233.417	
1408.56	78.05	243.076	277.814	
1408.61	78	235.47	244.005	
1408.66	77.95	230.971	217.007	
1408.71	77.9	231.911	216.036	
1408.76	77.85	240.087	236.804	
1408.81	77.8	239.419	231.414	
1408.86	77.75	237.642	224.691	
1408.91	77.7	239.309	233.585	
1408.96	77.65	240.895	221.884	
1409.01	77.6	241.291	233.627	
1409.06	77.55	238.844	234.821	
1409.11	77.5	233.948	223.569	
1409.16	77.45	235.889	230.439	
1409.21	77.4	235.581	235.338	
1409.26	77.35	245.004	246.322	
1409.31	77.3	234.62	237.58	
1409.36	77.25	244.628	209.04	
1409.41	77.2	235.388	213.784	
1409.46	77.15	242.792	248.032	
1409.51	77.1	241.342	214.641	
1409.56	77.05	234.483	237.595	
1409.61	77	229.083	249.872	
1409.66	76.95	239.636	235.029	
1409.71	76.9	249.433	244.836	
1409.76	76.85	241.405	240.616	
1409.81	76.8	243.724	236.114	
1409.86	76.75	245.909	240.991	
1409.91	76.7	242.038	223.004	
1409.96	76.65	253.84	242.945	
1410.01	76.6	246.263	228.18	
1410.06	76.55	246.939	254.78	
1410.11	76.5	247.818	277.356	
1410.16	76.45	238.912	233.343	
1410.21	76.4	248.399	264.989	
1410.26	76.35	243.742	273.46	
1410.31	76.3	250.298	266.98	
1410.36	76.25	246.591	238.239	
1410.41	76.2	242.745	228.831	
1410.46	76.15	248.633	222.726	
1410.51	76.1	240.577	239.127	
1410.56	76.05	240.556	227.506	
1410.61	76	237.052	239.395	
1410.66	75.95	244.083	250.477	
1410.71	75.9	247.785	280.764	
1410.76	75.85	251.152	281.109	
1410.81	75.8	250.562	244.844	
1410.86	75.75	249.339	255.688	
1410.91	75.7	249.379	271.407	
1410.96	75.65	245.567	275.553	
1411.01	75.6	253.797	246.21	
1411.06	75.55	249.119	249.199	
1411.11	75.5	254.408	262.281	
1411.16	75.45	253.107	259.695	
1411.21	75.4	252.088	246.08	
1411.26	75.35	252.539	253.417	
1411.31	75.3	250.901	270.169	
1411.36	75.25	256.551	261.737	
1411.41	75.2	258.166	255.126	
1411.46	75.15	248.592	230.634	
1411.51	75.1	256.698	237.876	
1411.56	75.05	249.022	229.26	
1411.61	75	246.273	232.48	
