c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex391_cec356_o2 test without sample 1.vms
O1s
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_O1s	BE_O1s	CPS_O1s	Background_O1s
686.81	799.8	1.20794	1.20794
686.91	799.7	0.996501	0.996501
687.01	799.6	1.17228	1.17228
687.11	799.5	1.1486	1.1486
687.21	799.4	1.30784	1.30784
687.31	799.3	1.9088	1.9088
687.41	799.2	1.50954	1.50954
687.51	799.1	1.47469	1.47469
687.61	799	1.56433	1.56433
687.71	798.9	1.66058	1.66058
687.81	798.8	1.74763	1.74763
687.91	798.7	1.55281	1.55281
688.01	798.6	1.21683	1.21683
688.11	798.5	1.46733	1.46733
688.21	798.4	1.64319	1.64319
688.31	798.3	1.53228	1.53228
688.41	798.2	1.35827	1.35827
688.51	798.1	1.5022	1.5022
688.61	798	1.37038	1.37038
688.71	797.9	1.3077	1.3077
688.81	797.8	1.25473	1.25473
688.91	797.7	1.33601	1.33601
689.01	797.6	1.20212	1.20212
689.11	797.5	1.50712	1.50712
689.21	797.4	1.50637	1.50637
689.31	797.3	1.01852	1.01852
689.41	797.2	1.25304	1.25304
689.51	797.1	1.38284	1.38284
689.61	797	1.02046	1.02046
689.71	796.9	1.47032	1.47032
689.81	796.8	1.81272	1.81272
689.91	796.7	1.49819	1.49819
690.01	796.6	1.12033	1.12033
690.11	796.5	1.12715	1.12715
690.21	796.4	1.75048	1.75048
690.31	796.3	1.66853	1.66853
690.41	796.2	1.48162	1.48162
690.51	796.1	1.79664	1.79664
690.61	796	1.51145	1.51145
690.71	795.9	1.08686	1.08686
690.81	795.8	1.21663	1.21663
690.91	795.7	1.67639	1.67639
691.01	795.6	1.86434	1.86434
691.11	795.5	0.919449	0.919449
691.21	795.4	1.19665	1.19665
691.31	795.3	1.6397	1.6397
691.41	795.2	1.25916	1.25916
691.51	795.1	1.24247	1.24247
691.61	795	1.3973	1.3973
691.71	794.9	1.38906	1.38906
691.81	794.8	1.41763	1.41763
691.91	794.7	2.0337	2.0337
692.01	794.6	1.30222	1.30222
692.11	794.5	1.96568	1.96568
692.21	794.4	1.32465	1.32465
692.31	794.3	1.18618	1.18618
692.41	794.2	1.80185	1.80185
692.51	794.1	1.66041	1.66041
692.61	794	1.10011	1.10011
692.71	793.9	1.35753	1.35753
692.81	793.8	1.67866	1.67866
692.91	793.7	1.29034	1.29034
693.01	793.6	1.42511	1.42511
693.11	793.5	1.29825	1.29825
693.21	793.4	1.50668	1.50668
693.31	793.3	1.31948	1.31948
693.41	793.2	1.63634	1.63634
693.51	793.1	1.53495	1.53495
693.61	793	1.57991	1.57991
693.71	792.9	1.4803	1.4803
693.81	792.8	1.75075	1.75075
693.91	792.7	1.25698	1.25698
694.01	792.6	1.20934	1.20934
694.11	792.5	1.66764	1.66764
694.21	792.4	2.04702	2.04702
694.31	792.3	1.82718	1.82718
694.41	792.2	1.49802	1.49802
694.51	792.1	1.62855	1.62855
694.61	792	1.60534	1.60534
694.71	791.9	1.97861	1.97861
694.81	791.8	1.98657	1.98657
694.91	791.7	1.84732	1.84732
695.01	791.6	1.88997	1.88997
695.11	791.5	1.81195	1.81195
695.21	791.4	1.62481	1.62481
695.31	791.3	1.56213	1.56213
695.41	791.2	1.81292	1.81292
695.51	791.1	1.65671	1.65671
695.61	791	1.1605	1.1605
695.71	790.9	1.6264	1.6264
695.81	790.8	1.85259	1.85259
695.91	790.7	1.79269	1.79269
696.01	790.6	1.13306	1.13306
696.11	790.5	1.41994	1.41994
696.21	790.4	1.50547	1.50547
696.31	790.3	1.36308	1.36308
696.41	790.2	1.63255	1.63255
696.51	790.1	1.47126	1.47126
696.61	790	1.35069	1.35069
696.71	789.9	1.64639	1.64639
696.81	789.8	2.08003	2.08003
696.91	789.7	1.86804	1.86804
697.01	789.6	1.85611	1.85611
697.11	789.5	2.00194	2.00194
697.21	789.4	1.20751	1.20751
697.31	789.3	1.70298	1.70298
697.41	789.2	1.62437	1.62437
697.51	789.1	1.94474	1.94474
697.61	789	2.35618	2.35618
697.71	788.9	1.06722	1.06722
697.81	788.8	0.684563	0.684563
697.91	788.7	0.893386	0.893386
698.01	788.6	1.24407	1.24407
698.11	788.5	1.68003	1.68003
698.21	788.4	1.50505	1.50505
698.31	788.3	1.83429	1.83429
698.41	788.2	1.84112	1.84112
698.51	788.1	1.83288	1.83288
698.61	788	1.48706	1.48706
698.71	787.9	1.27278	1.27278
698.81	787.8	1.28492	1.28492
698.91	787.7	1.52967	1.52967
699.01	787.6	1.36962	1.36962
699.11	787.5	1.85933	1.85933
699.21	787.4	1.67928	1.67928
699.31	787.3	1.45621	1.45621
699.41	787.2	1.86933	1.86933
699.51	787.1	1.35573	1.35573
699.61	787	1.61345	1.61345
699.71	786.9	1.87344	1.87344
699.81	786.8	1.92051	1.92051
699.91	786.7	1.4444	1.4444
700.01	786.6	1.32911	1.32911
700.11	786.5	1.39609	1.39609
700.21	786.4	1.51756	1.51756
700.31	786.3	1.39267	1.39267
700.41	786.2	1.22355	1.22355
700.51	786.1	1.64038	1.64038
700.61	786	1.61943	1.61943
700.71	785.9	1.21318	1.21318
700.81	785.8	1.19208	1.19208
700.91	785.7	1.83224	1.83224
701.01	785.6	1.68559	1.68559
701.11	785.5	2.12293	2.12293
701.21	785.4	1.43894	1.43894
701.31	785.3	1.53032	1.53032
701.41	785.2	1.56654	1.56654
701.51	785.1	1.66918	1.66918
701.61	785	1.38158	1.38158
701.71	784.9	1.60684	1.60684
701.81	784.8	1.20335	1.20335
701.91	784.7	2.05221	2.05221
702.01	784.6	1.68618	1.68618
702.11	784.5	1.74451	1.74451
702.21	784.4	1.58409	1.58409
702.31	784.3	1.20642	1.20642
702.41	784.2	1.24892	1.24892
702.51	784.1	1.29349	1.29349
702.61	784	1.71576	1.71576
702.71	783.9	1.61074	1.61074
702.81	783.8	1.42083	1.42083
702.91	783.7	1.78162	1.78162
703.01	783.6	2.17126	2.17126
703.11	783.5	1.80212	1.80212
703.21	783.4	1.56947	1.56947
703.31	783.3	1.58809	1.58809
703.41	783.2	2.06475	2.06475
703.51	783.1	1.8599	1.8599
703.61	783	1.53817	1.53817
703.71	782.9	1.35793	1.35793
703.81	782.8	1.5934	1.5934
703.91	782.7	1.43673	1.43673
704.01	782.6	1.91146	1.91146
704.11	782.5	1.56233	1.56233
704.21	782.4	1.70919	1.70919
704.31	782.3	1.38475	1.38475
704.41	782.2	1.77544	1.77544
704.51	782.1	1.80768	1.80768
704.61	782	1.15227	1.15227
704.71	781.9	1.40429	1.40429
704.81	781.8	1.65449	1.65449
704.91	781.7	1.48554	1.48554
705.01	781.6	1.70571	1.70571
705.11	781.5	1.83262	1.83262
705.21	781.4	1.46513	1.46513
705.31	781.3	1.53777	1.53777
705.41	781.2	1.4779	1.4779
705.51	781.1	1.60468	1.60468
705.61	781	1.27922	1.27922
705.71	780.9	1.58475	1.58475
705.81	780.8	1.31493	1.31493
705.91	780.7	1.41287	1.41287
706.01	780.6	1.56476	1.56476
706.11	780.5	1.49349	1.49349
706.21	780.4	1.27233	1.27233
706.31	780.3	1.22446	1.22446
706.41	780.2	1.39605	1.39605
706.51	780.1	1.09379	1.09379
706.61	780	1.34311	1.34311
706.71	779.9	1.77047	1.77047
706.81	779.8	1.68669	1.68669
706.91	779.7	1.38323	1.38323
707.01	779.6	1.50406	1.50406
707.11	779.5	1.76097	1.76097
707.21	779.4	1.73794	1.73794
707.31	779.3	1.45241	1.45241
707.41	779.2	1.48532	1.48532
707.51	779.1	1.64114	1.64114
707.61	779	1.26505	1.26505
707.71	778.9	1.20196	1.20196
707.81	778.8	1.42817	1.42817
707.91	778.7	1.8702	1.8702
708.01	778.6	1.69134	1.69134
708.11	778.5	1.31625	1.31625
708.21	778.4	1.94637	1.94637
708.31	778.3	1.59978	1.59978
708.41	778.2	1.74841	1.74841
708.51	778.1	2.14976	2.14976
708.61	778	1.40411	1.40411
708.71	777.9	1.40465	1.40465
708.81	777.8	1.53911	1.53911
708.91	777.7	1.57416	1.57416
709.01	777.6	1.54794	1.54794
709.11	777.5	1.66701	1.66701
709.21	777.4	1.43563	1.43563
709.31	777.3	1.54759	1.54759
709.41	777.2	1.57146	1.57146
709.51	777.1	1.6736	1.6736
709.61	777	2.00735	2.00735
709.71	776.9	2.10673	2.10673
709.81	776.8	1.7022	1.7022
709.91	776.7	1.63124	1.63124
710.01	776.6	1.39083	1.39083
710.11	776.5	1.74519	1.74519
710.21	776.4	1.44835	1.44835
710.31	776.3	2.04399	2.04399
710.41	776.2	1.84894	1.84894
710.51	776.1	1.49546	1.49546
710.61	776	1.26918	1.26918
710.71	775.9	1.25372	1.25372
710.81	775.8	1.71949	1.71949
710.91	775.7	1.84734	1.84734
711.01	775.6	1.25125	1.25125
711.11	775.5	1.54611	1.54611
711.21	775.4	1.71853	1.71853
711.31	775.3	1.8682	1.8682
711.41	775.2	2.10644	2.10644
711.51	775.1	1.58833	1.58833
711.61	775	2.15288	2.15288
711.71	774.9	2.29799	2.29799
711.81	774.8	1.66014	1.66014
711.91	774.7	1.25407	1.25407
712.01	774.6	1.53456	1.53456
712.11	774.5	1.34794	1.34794
712.21	774.4	1.40538	1.40538
712.31	774.3	1.54121	1.54121
712.41	774.2	1.5222	1.5222
712.51	774.1	1.55944	1.55944
712.61	774	1.7815	1.7815
712.71	773.9	1.83465	1.83465
712.81	773.8	1.10787	1.10787
712.91	773.7	1.97288	1.97288
713.01	773.6	1.90421	1.90421
713.11	773.5	2.24886	2.24886
713.21	773.4	1.56955	1.56955
713.31	773.3	1.69187	1.69187
713.41	773.2	1.84118	1.84118
713.51	773.1	1.36754	1.36754
713.61	773	1.60785	1.60785
713.71	772.9	1.84746	1.84746
713.81	772.8	2.07366	2.07366
713.91	772.7	1.75213	1.75213
714.01	772.6	1.62177	1.62177
714.11	772.5	1.94409	1.94409
714.21	772.4	1.6284	1.6284
714.31	772.3	1.455	1.455
714.41	772.2	1.52883	1.52883
714.51	772.1	1.58678	1.58678
714.61	772	1.59902	1.59902
714.71	771.9	2.11859	2.11859
714.81	771.8	2.14136	2.14136
714.91	771.7	1.8375	1.8375
715.01	771.6	1.49685	1.49685
715.11	771.5	1.73698	1.73698
715.21	771.4	1.50479	1.50479
715.31	771.3	1.72281	1.72281
715.41	771.2	1.9978	1.9978
715.51	771.1	1.7016	1.7016
715.61	771	1.51172	1.51172
715.71	770.9	1.53366	1.53366
715.81	770.8	1.42626	1.42626
715.91	770.7	1.49763	1.49763
716.01	770.6	1.53677	1.53677
716.11	770.5	1.1562	1.1562
716.21	770.4	1.57265	1.57265
716.31	770.3	1.82273	1.82273
716.41	770.2	1.66249	1.66249
716.51	770.1	2.31685	2.31685
716.61	770	2.00551	2.00551
716.71	769.9	1.93736	1.93736
716.81	769.8	1.70992	1.70992
716.91	769.7	1.36361	1.36361
717.01	769.6	1.27382	1.27382
717.11	769.5	1.30457	1.30457
717.21	769.4	1.43374	1.43374
717.31	769.3	1.38093	1.38093
717.41	769.2	1.80824	1.80824
717.51	769.1	1.69207	1.69207
717.61	769	1.68572	1.68572
717.71	768.9	1.68648	1.68648
717.81	768.8	1.87572	1.87572
717.91	768.7	1.97431	1.97431
718.01	768.6	2.08724	2.08724
718.11	768.5	2.36077	2.36077
718.21	768.4	2.04699	2.04699
718.31	768.3	1.80421	1.80421
718.41	768.2	1.98142	1.98142
718.51	768.1	1.45204	1.45204
718.61	768	2.21824	2.21824
718.71	767.9	2.15623	2.15623
718.81	767.8	2.18204	2.18204
718.91	767.7	2.05907	2.05907
719.01	767.6	1.54908	1.54908
719.11	767.5	1.04801	1.04801
719.21	767.4	1.5852	1.5852
719.31	767.3	2.13801	2.13801
719.41	767.2	2.89587	2.89587
719.51	767.1	2.05291	2.05291
719.61	767	1.61905	1.61905
719.71	766.9	1.47789	1.47789
719.81	766.8	1.69513	1.69513
719.91	766.7	1.68925	1.68925
720.01	766.6	2.27519	2.27519
720.11	766.5	1.8103	1.8103
720.21	766.4	1.80083	1.80083
720.31	766.3	1.91406	1.91406
720.41	766.2	1.58264	1.58264
720.51	766.1	1.88887	1.88887
720.61	766	1.81054	1.81054
720.71	765.9	1.7018	1.7018
720.81	765.8	1.56732	1.56732
720.91	765.7	1.58928	1.58928
721.01	765.6	2.02433	2.02433
721.11	765.5	1.5631	1.5631
721.21	765.4	1.9826	1.9826
721.31	765.3	1.88752	1.88752
721.41	765.2	2.22319	2.22319
721.51	765.1	2.045	2.045
721.61	765	2.06177	2.06177
721.71	764.9	1.83278	1.83278
721.81	764.8	1.56941	1.56941
721.91	764.7	1.92927	1.92927
722.01	764.6	1.1977	1.1977
722.11	764.5	1.48879	1.48879
722.21	764.4	1.63856	1.63856
722.31	764.3	1.7377	1.7377
722.41	764.2	1.97693	1.97693
722.51	764.1	1.56193	1.56193
722.61	764	1.27668	1.27668
722.71	763.9	1.98069	1.98069
722.81	763.8	2.10718	2.10718
722.91	763.7	2.23916	2.23916
723.01	763.6	2.15529	2.15529
723.11	763.5	1.9034	1.9034
723.21	763.4	2.06122	2.06122
723.31	763.3	1.42022	1.42022
723.41	763.2	1.67851	1.67851
723.51	763.1	1.46271	1.46271
723.61	763	1.58693	1.58693
723.71	762.9	2.45366	2.45366
723.81	762.8	1.80221	1.80221
723.91	762.7	1.42291	1.42291
724.01	762.6	1.79945	1.79945
724.11	762.5	2.2431	2.2431
724.21	762.4	2.23225	2.23225
724.31	762.3	2.43839	2.43839
724.41	762.2	2.05703	2.05703
724.51	762.1	1.75258	1.75258
724.61	762	1.57147	1.57147
724.71	761.9	1.44088	1.44088
724.81	761.8	2.21434	2.21434
724.91	761.7	2.69637	2.69637
725.01	761.6	2.46279	2.46279
725.11	761.5	2.17994	2.17994
725.21	761.4	2.12703	2.12703
725.31	761.3	2.10509	2.10509
725.41	761.2	2.31097	2.31097
725.51	761.1	1.93093	1.93093
725.61	761	1.76958	1.76958
725.71	760.9	1.67928	1.67928
725.81	760.8	2.16329	2.16329
725.91	760.7	1.95153	1.95153
726.01	760.6	1.5286	1.5286
726.11	760.5	1.68033	1.68033
726.21	760.4	2.37824	2.37824
726.31	760.3	2.20827	2.20827
726.41	760.2	2.18164	2.18164
726.51	760.1	1.97484	1.97484
726.61	760	1.97589	1.97589
726.71	759.9	2.10729	2.10729
726.81	759.8	1.76537	1.76537
726.91	759.7	2.11519	2.11519
727.01	759.6	1.89495	1.89495
727.11	759.5	1.80636	1.80636
727.21	759.4	2.2615	2.2615
727.31	759.3	1.29752	1.29752
727.41	759.2	1.5847	1.5847
727.51	759.1	2.19775	2.19775
727.61	759	2.93752	2.93752
727.71	758.9	2.46106	2.46106
727.81	758.8	2.22215	2.22215
727.91	758.7	1.94499	1.94499
728.01	758.6	2.25393	2.25393
728.11	758.5	1.8414	1.8414
728.21	758.4	1.69303	1.69303
728.31	758.3	1.91984	1.91984
728.41	758.2	1.93008	1.93008
728.51	758.1	2.07379	2.07379
728.61	758	2.65715	2.65715
728.71	757.9	2.34644	2.34644
728.81	757.8	1.77694	1.77694
728.91	757.7	1.94726	1.94726
729.01	757.6	1.99111	1.99111
729.11	757.5	2.20569	2.20569
729.21	757.4	1.91109	1.91109
729.31	757.3	1.92134	1.92134
729.41	757.2	1.54701	1.54701
729.51	757.1	1.69283	1.69283
729.61	757	1.79068	1.79068
729.71	756.9	1.83328	1.83328
729.81	756.8	1.99954	1.99954
729.91	756.7	1.6191	1.6191
730.01	756.6	1.42695	1.42695
730.11	756.5	1.96614	1.96614
730.21	756.4	2.07394	2.07394
730.31	756.3	1.82092	1.82092
730.41	756.2	2.28252	2.28252
730.51	756.1	2.57511	2.57511
730.61	756	1.77363	1.77363
730.71	755.9	1.88487	1.88487
730.81	755.8	2.06379	2.06379
730.91	755.7	2.0441	2.0441
731.01	755.6	1.86918	1.86918
731.11	755.5	1.91325	1.91325
731.21	755.4	2.06697	2.06697
731.31	755.3	1.78253	1.78253
731.41	755.2	1.74295	1.74295
731.51	755.1	1.60167	1.60167
731.61	755	2.59725	2.59725
731.71	754.9	2.34364	2.34364
731.81	754.8	1.88405	1.88405
731.91	754.7	2.00595	2.00595
732.01	754.6	2.09074	2.09074
732.11	754.5	2.11719	2.11719
732.21	754.4	2.33554	2.33554
732.31	754.3	2.26388	2.26388
732.41	754.2	2.57342	2.57342
732.51	754.1	2.51903	2.51903
732.61	754	2.39093	2.39093
732.71	753.9	1.87111	1.87111
732.81	753.8	1.52964	1.52964
732.91	753.7	1.63881	1.63881
733.01	753.6	2.27382	2.27382
733.11	753.5	2.20572	2.20572
733.21	753.4	2.46665	2.46665
733.31	753.3	2.23876	2.23876
733.41	753.2	2.61558	2.61558
733.51	753.1	1.80625	1.80625
733.61	753	1.43422	1.43422
733.71	752.9	1.80332	1.80332
733.81	752.8	1.91474	1.91474
733.91	752.7	1.74809	1.74809
734.01	752.6	1.61492	1.61492
734.11	752.5	2.01198	2.01198
734.21	752.4	2.09759	2.09759
734.31	752.3	1.93935	1.93935
734.41	752.2	2.43708	2.43708
734.51	752.1	2.29286	2.29286
734.61	752	2.23679	2.23679
734.71	751.9	2.18077	2.18077
734.81	751.8	1.83799	1.83799
734.91	751.7	2.24019	2.24019
735.01	751.6	1.94761	1.94761
735.11	751.5	1.87435	1.87435
735.21	751.4	1.442	1.442
735.31	751.3	1.8803	1.8803
735.41	751.2	1.65618	1.65618
735.51	751.1	2.00404	2.00404
735.61	751	1.6798	1.6798
735.71	750.9	2.04824	2.04824
735.81	750.8	2.53759	2.53759
735.91	750.7	2.39946	2.39946
736.01	750.6	2.30551	2.30551
736.11	750.5	2.26657	2.26657
736.21	750.4	2.31548	2.31548
736.31	750.3	1.95466	1.95466
736.41	750.2	2.10319	2.10319
736.51	750.1	1.85973	1.85973
736.61	750	2.03381	2.03381
736.71	749.9	2.06753	2.06753
736.81	749.8	2.19248	2.19248
736.91	749.7	1.88071	1.88071
737.01	749.6	1.89974	1.89974
737.11	749.5	1.68373	1.68373
737.21	749.4	2.38583	2.38583
737.31	749.3	2.02965	2.02965
737.41	749.2	2.20488	2.20488
737.51	749.1	2.40548	2.40548
737.61	749	1.40915	1.40915
737.71	748.9	2.51176	2.51176
737.81	748.8	1.84559	1.84559
737.91	748.7	1.85874	1.85874
738.01	748.6	2.13447	2.13447
738.11	748.5	1.98795	1.98795
738.21	748.4	2.37025	2.37025
738.31	748.3	1.93939	1.93939
738.41	748.2	2.37559	2.37559
738.51	748.1	2.21084	2.21084
738.61	748	1.97865	1.97865
738.71	747.9	2.12864	2.12864
738.81	747.8	1.89673	1.89673
738.91	747.7	1.96544	1.96544
739.01	747.6	2.62547	2.62547
739.11	747.5	2.45765	2.45765
739.21	747.4	2.80074	2.80074
739.31	747.3	2.53467	2.53467
739.41	747.2	2.30622	2.30622
739.51	747.1	2.47945	2.47945
739.61	747	2.55671	2.55671
739.71	746.9	2.21987	2.21987
739.81	746.8	2.42177	2.42177
739.91	746.7	2.50686	2.50686
740.01	746.6	2.58568	2.58568
740.11	746.5	2.25457	2.25457
740.21	746.4	2.12054	2.12054
740.31	746.3	2.17657	2.17657
740.41	746.2	2.69411	2.69411
740.51	746.1	2.82266	2.82266
740.61	746	1.77044	1.77044
740.71	745.9	2.2593	2.2593
740.81	745.8	2.14197	2.14197
740.91	745.7	2.23945	2.23945
741.01	745.6	1.83414	1.83414
741.11	745.5	2.40686	2.40686
741.21	745.4	2.64953	2.64953
741.31	745.3	2.11372	2.11372
741.41	745.2	2.09348	2.09348
741.51	745.1	1.7952	1.7952
741.61	745	1.92862	1.92862
741.71	744.9	1.93934	1.93934
741.81	744.8	2.51718	2.51718
741.91	744.7	2.84958	2.84958
742.01	744.6	2.85057	2.85057
742.11	744.5	1.87419	1.87419
742.21	744.4	2.05612	2.05612
742.31	744.3	2.5481	2.5481
742.41	744.2	1.86697	1.86697
742.51	744.1	1.80971	1.80971
742.61	744	1.87462	1.87462
742.71	743.9	2.11796	2.11796
742.81	743.8	2.02109	2.02109
742.91	743.7	1.84273	1.84273
743.01	743.6	2.08589	2.08589
743.11	743.5	2.04958	2.04958
743.21	743.4	2.14042	2.14042
743.31	743.3	2.10544	2.10544
743.41	743.2	1.87149	1.87149
743.51	743.1	1.94444	1.94444
743.61	743	1.77606	1.77606
743.71	742.9	2.20115	2.20115
743.81	742.8	2.79392	2.79392
743.91	742.7	2.74731	2.74731
744.01	742.6	2.3229	2.3229
744.11	742.5	2.04094	2.04094
744.21	742.4	2.60849	2.60849
744.31	742.3	2.49626	2.49626
744.41	742.2	2.22725	2.22725
744.51	742.1	2.16608	2.16608
744.61	742	2.79516	2.79516
744.71	741.9	2.42014	2.42014
744.81	741.8	2.26065	2.26065
744.91	741.7	1.65099	1.65099
745.01	741.6	2.22738	2.22738
745.11	741.5	2.22084	2.22084
745.21	741.4	2.41793	2.41793
745.31	741.3	1.94452	1.94452
745.41	741.2	1.61563	1.61563
745.51	741.1	2.02101	2.02101
745.61	741	2.02989	2.02989
745.71	740.9	2.14989	2.14989
745.81	740.8	2.05515	2.05515
745.91	740.7	2.04653	2.04653
746.01	740.6	2.3016	2.3016
746.11	740.5	2.15001	2.15001
746.21	740.4	2.58646	2.58646
746.31	740.3	3.02631	3.02631
746.41	740.2	2.45983	2.45983
746.51	740.1	2.54477	2.54477
746.61	740	2.27755	2.27755
746.71	739.9	2.47417	2.47417
746.81	739.8	2.38261	2.38261
746.91	739.7	2.2177	2.2177
747.01	739.6	2.88297	2.88297
747.11	739.5	2.91941	2.91941
747.21	739.4	2.41643	2.41643
747.31	739.3	2.32244	2.32244
747.41	739.2	2.10578	2.10578
747.51	739.1	1.79721	1.79721
747.61	739	1.78604	1.78604
747.71	738.9	2.03606	2.03606
747.81	738.8	2.0422	2.0422
747.91	738.7	2.51659	2.51659
748.01	738.6	2.50101	2.50101
748.11	738.5	2.56278	2.56278
748.21	738.4	2.57901	2.57901
748.31	738.3	2.35616	2.35616
748.41	738.2	2.8158	2.8158
748.51	738.1	2.407	2.407
748.61	738	2.92039	2.92039
748.71	737.9	2.66451	2.66451
748.81	737.8	2.63628	2.63628
748.91	737.7	2.09811	2.09811
749.01	737.6	1.7689	1.7689
749.11	737.5	3.05989	3.05989
749.21	737.4	2.42222	2.42222
749.31	737.3	2.24489	2.24489
749.41	737.2	2.68166	2.68166
749.51	737.1	2.6073	2.6073
749.61	737	3.02915	3.02915
749.71	736.9	2.99955	2.99955
749.81	736.8	2.57701	2.57701
749.91	736.7	2.84037	2.84037
750.01	736.6	2.52394	2.52394
750.11	736.5	2.18395	2.18395
750.21	736.4	1.90772	1.90772
750.31	736.3	2.64451	2.64451
750.41	736.2	3.08464	3.08464
750.51	736.1	2.69438	2.69438
750.61	736	2.75815	2.75815
750.71	735.9	1.86661	1.86661
750.81	735.8	2.06947	2.06947
750.91	735.7	1.88106	1.88106
751.01	735.6	2.04386	2.04386
751.11	735.5	1.90004	1.90004
751.21	735.4	2.16263	2.16263
751.31	735.3	2.82426	2.82426
751.41	735.2	2.72631	2.72631
751.51	735.1	2.7405	2.7405
751.61	735	2.81489	2.81489
751.71	734.9	2.02472	2.02472
751.81	734.8	2.74209	2.74209
751.91	734.7	2.65462	2.65462
752.01	734.6	2.4932	2.4932
752.11	734.5	1.94105	1.94105
752.21	734.4	2.01784	2.01784
752.31	734.3	2.66057	2.66057
752.41	734.2	2.88091	2.88091
752.51	734.1	2.35509	2.35509
752.61	734	2.27538	2.27538
752.71	733.9	1.75175	1.75175
752.81	733.8	2.38341	2.38341
752.91	733.7	1.93794	1.93794
753.01	733.6	2.21718	2.21718
753.11	733.5	2.08902	2.08902
753.21	733.4	2.60374	2.60374
753.31	733.3	2.16325	2.16325
753.41	733.2	1.72645	1.72645
753.51	733.1	3.03829	3.03829
753.61	733	3.16611	3.16611
753.71	732.9	2.41958	2.41958
753.81	732.8	2.25394	2.25394
753.91	732.7	1.95345	1.95345
754.01	732.6	2.84122	2.84122
754.11	732.5	2.52397	2.52397
754.21	732.4	2.14921	2.14921
754.31	732.3	1.85255	1.85255
754.41	732.2	2.25127	2.25127
754.51	732.1	1.92133	1.92133
754.61	732	2.71694	2.71694
754.71	731.9	2.9458	2.9458
754.81	731.8	2.05669	2.05669
754.91	731.7	2.5194	2.5194
755.01	731.6	2.47548	2.47548
755.11	731.5	2.68713	2.68713
755.21	731.4	3.22655	3.22655
755.31	731.3	2.68718	2.68718
755.41	731.2	2.49164	2.49164
755.51	731.1	2.84612	2.84612
755.61	731	2.60736	2.60736
755.71	730.9	3.36326	3.36326
755.81	730.8	2.42219	2.42219
755.91	730.7	2.36209	2.36209
756.01	730.6	3.23214	3.23214
756.11	730.5	3.34057	3.34057
756.21	730.4	2.12392	2.12392
756.31	730.3	2.93587	2.93587
756.41	730.2	2.2328	2.2328
756.51	730.1	2.943	2.943
756.61	730	3.11801	3.11801
756.71	729.9	2.11949	2.11949
756.81	729.8	2.23864	2.23864
756.91	729.7	2.38287	2.38287
757.01	729.6	2.57946	2.57946
757.11	729.5	2.48801	2.48801
757.21	729.4	1.83548	1.83548
757.31	729.3	2.34172	2.34172
757.41	729.2	2.34667	2.34667
757.51	729.1	2.40917	2.40917
757.61	729	2.1773	2.1773
757.71	728.9	3.01946	3.01946
757.81	728.8	2.55561	2.55561
757.91	728.7	2.62672	2.62672
758.01	728.6	3.43067	3.43067
758.11	728.5	3.12758	3.12758
758.21	728.4	2.35256	2.35256
758.31	728.3	2.66421	2.66421
758.41	728.2	2.29084	2.29084
758.51	728.1	2.03321	2.03321
758.61	728	3.16032	3.16032
758.71	727.9	3.07922	3.07922
758.81	727.8	2.45955	2.45955
758.91	727.7	2.5981	2.5981
759.01	727.6	2.73568	2.73568
759.11	727.5	2.66732	2.66732
759.21	727.4	2.93837	2.93837
759.31	727.3	2.90664	2.90664
759.41	727.2	2.76469	2.76469
759.51	727.1	3.20238	3.20238
759.61	727	3.54765	3.54765
759.71	726.9	2.83461	2.83461
759.81	726.8	2.66531	2.66531
759.91	726.7	2.60152	2.60152
760.01	726.6	2.38198	2.38198
760.11	726.5	2.04919	2.04919
760.21	726.4	2.53476	2.53476
760.31	726.3	2.72376	2.72376
760.41	726.2	2.55527	2.55527
760.51	726.1	2.64825	2.64825
760.61	726	2.55878	2.55878
760.71	725.9	2.8867	2.8867
760.81	725.8	3.15608	3.15608
760.91	725.7	2.8307	2.8307
761.01	725.6	2.2387	2.2387
761.11	725.5	2.78984	2.78984
761.21	725.4	2.9078	2.9078
761.31	725.3	3.21553	3.21553
761.41	725.2	3.51696	3.51696
761.51	725.1	3.19763	3.19763
761.61	725	2.6945	2.6945
761.71	724.9	2.69604	2.69604
761.81	724.8	2.63882	2.63882
761.91	724.7	3.02961	3.02961
762.01	724.6	3.11701	3.11701
762.11	724.5	3.1969	3.1969
762.21	724.4	3.1443	3.1443
762.31	724.3	3.04423	3.04423
762.41	724.2	3.23729	3.23729
762.51	724.1	2.51088	2.51088
762.61	724	2.309	2.309
762.71	723.9	2.68599	2.68599
762.81	723.8	2.34682	2.34682
762.91	723.7	2.83798	2.83798
763.01	723.6	2.95489	2.95489
763.11	723.5	3.43973	3.43973
763.21	723.4	2.77805	2.77805
763.31	723.3	3.13586	3.13586
763.41	723.2	2.55519	2.55519
763.51	723.1	2.50291	2.50291
763.61	723	3.22007	3.22007
763.71	722.9	3.1114	3.1114
763.81	722.8	3.01376	3.01376
763.91	722.7	2.95996	2.95996
764.01	722.6	2.69501	2.69501
764.11	722.5	2.55177	2.55177
764.21	722.4	2.09925	2.09925
764.31	722.3	2.60898	2.60898
764.41	722.2	2.37853	2.37853
764.51	722.1	3.24995	3.24995
764.61	722	3.04147	3.04147
764.71	721.9	3.07701	3.07701
764.81	721.8	3.34506	3.34506
