c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex391_cec356_o2 test without sample 1.vms
O1s
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_O1s	BE_O1s	CPS_O1s	Background_O1s
843.01	643.6	9.98009	9.98009
843.11	643.5	9.49824	9.49824
843.21	643.4	9.14374	9.14374
843.31	643.3	9.36938	9.36938
843.41	643.2	9.11768	9.11768
843.51	643.1	9.03601	9.03601
843.61	643	9.0091	9.0091
843.71	642.9	8.53712	8.53712
843.81	642.8	9.13923	9.13923
843.91	642.7	7.91737	7.91737
844.01	642.6	9.4862	9.4862
844.11	642.5	9.95163	9.95163
844.21	642.4	9.29326	9.29326
844.31	642.3	10.7652	10.7652
844.41	642.2	8.98343	8.98343
844.51	642.1	8.81523	8.81523
844.61	642	8.25579	8.25579
844.71	641.9	9.84908	9.84908
844.81	641.8	9.62154	9.62154
844.91	641.7	9.06305	9.06305
845.01	641.6	8.62525	8.62525
845.11	641.5	9.21103	9.21103
845.21	641.4	9.81465	9.81465
845.31	641.3	8.81093	8.81093
845.41	641.2	8.86573	8.86573
845.51	641.1	9.05525	9.05525
845.61	641	9.89362	9.89362
845.71	640.9	8.87105	8.87105
845.81	640.8	9.04823	9.04823
845.91	640.7	9.35595	9.35595
846.01	640.6	10.7372	10.7372
846.11	640.5	9.27621	9.27621
846.21	640.4	10.1038	10.1038
846.31	640.3	9.52645	9.52645
846.41	640.2	7.90372	7.90372
846.51	640.1	9.6327	9.6327
846.61	640	9.16321	9.16321
846.71	639.9	9.13491	9.13491
846.81	639.8	8.48232	8.48232
846.91	639.7	8.95791	8.95791
847.01	639.6	9.19134	9.19134
847.11	639.5	9.07132	9.07132
847.21	639.4	10.2694	10.2694
847.31	639.3	10.031	10.031
847.41	639.2	9.40898	9.40898
847.51	639.1	9.29806	9.29806
847.61	639	10.012	10.012
847.71	638.9	10.913	10.913
847.81	638.8	9.71574	9.71574
847.91	638.7	10.1453	10.1453
848.01	638.6	9.74817	9.74817
848.11	638.5	10.2738	10.2738
848.21	638.4	10.148	10.148
848.31	638.3	9.25142	9.25142
848.41	638.2	8.86181	8.86181
848.51	638.1	9.98883	9.98883
848.61	638	10.1189	10.1189
848.71	637.9	8.85756	8.85756
848.81	637.8	8.26473	8.26473
848.91	637.7	9.54463	9.54463
849.01	637.6	10.2173	10.2173
849.11	637.5	9.16204	9.16204
849.21	637.4	9.23905	9.23905
849.31	637.3	9.99636	9.99636
849.41	637.2	11.4015	11.4015
849.51	637.1	10.2741	10.2741
849.61	637	9.95759	9.95759
849.71	636.9	8.46742	8.46742
849.81	636.8	10.5059	10.5059
849.91	636.7	9.94796	9.94796
850.01	636.6	10.3106	10.3106
850.11	636.5	11.0706	11.0706
850.21	636.4	9.36566	9.36566
850.31	636.3	9.91277	9.91277
850.41	636.2	9.98584	9.98584
850.51	636.1	9.89364	9.89364
850.61	636	11.8132	11.8132
850.71	635.9	10.7534	10.7534
850.81	635.8	8.65831	8.65831
850.91	635.7	10.0006	10.0006
851.01	635.6	10.496	10.496
851.11	635.5	10.6862	10.6862
851.21	635.4	11.1753	11.1753
851.31	635.3	9.79503	9.79503
851.41	635.2	10.2931	10.2931
851.51	635.1	10.548	10.548
851.61	635	10.6026	10.6026
851.71	634.9	10.8287	10.8287
851.81	634.8	10.0623	10.0623
851.91	634.7	10.3102	10.3102
852.01	634.6	10.5963	10.5963
852.11	634.5	10.8363	10.8363
852.21	634.4	9.90768	9.90768
852.31	634.3	10.1254	10.1254
852.41	634.2	9.07864	9.07864
852.51	634.1	10.3262	10.3262
852.61	634	9.96715	9.96715
852.71	633.9	9.99642	9.99642
852.81	633.8	10.9037	10.9037
852.91	633.7	10.2696	10.2696
853.01	633.6	9.76198	9.76198
853.11	633.5	10.0135	10.0135
853.21	633.4	10.6572	10.6572
853.31	633.3	10.568	10.568
853.41	633.2	10.5311	10.5311
853.51	633.1	10.1527	10.1527
853.61	633	10.0009	10.0009
853.71	632.9	10.3133	10.3133
853.81	632.8	9.53266	9.53266
853.91	632.7	9.6786	9.6786
854.01	632.6	9.81262	9.81262
854.11	632.5	9.85926	9.85926
854.21	632.4	9.96947	9.96947
854.31	632.3	10.565	10.565
854.41	632.2	11.6232	11.6232
854.51	632.1	11.9747	11.9747
854.61	632	10.6313	10.6313
854.71	631.9	10.3599	10.3599
854.81	631.8	9.25753	9.25753
854.91	631.7	9.79765	9.79765
855.01	631.6	10.3445	10.3445
855.11	631.5	9.80131	9.80131
855.21	631.4	9.65104	9.65104
855.31	631.3	9.79146	9.79146
855.41	631.2	10.1704	10.1704
855.51	631.1	10.1342	10.1342
855.61	631	10.7857	10.7857
855.71	630.9	10.3932	10.3932
855.81	630.8	10.9391	10.9391
855.91	630.7	11.893	11.893
856.01	630.6	12.1847	12.1847
856.11	630.5	11.8345	11.8345
856.21	630.4	11.1491	11.1491
856.31	630.3	11.5755	11.5755
856.41	630.2	10.4963	10.4963
856.51	630.1	12.3137	12.3137
856.61	630	12.2251	12.2251
856.71	629.9	11.5873	11.5873
856.81	629.8	11.3371	11.3371
856.91	629.7	11.0799	11.0799
857.01	629.6	11.8508	11.8508
857.11	629.5	11.0733	11.0733
857.21	629.4	11.2217	11.2217
857.31	629.3	12.309	12.309
857.41	629.2	10.7862	10.7862
857.51	629.1	11.8294	11.8294
857.61	629	12.1842	12.1842
857.71	628.9	12.1935	12.1935
857.81	628.8	11.3195	11.3195
857.91	628.7	11.7987	11.7987
858.01	628.6	12.3807	12.3807
858.11	628.5	11.8517	11.8517
858.21	628.4	11.1387	11.1387
858.31	628.3	11.0722	11.0722
858.41	628.2	12.0198	12.0198
858.51	628.1	11.7028	11.7028
858.61	628	10.4773	10.4773
858.71	627.9	9.91265	9.91265
858.81	627.8	10.8918	10.8918
858.91	627.7	11.2977	11.2977
859.01	627.6	10.6971	10.6971
859.11	627.5	10.9769	10.9769
859.21	627.4	10.7363	10.7363
859.31	627.3	11.8193	11.8193
859.41	627.2	11.9003	11.9003
859.51	627.1	12.514	12.514
859.61	627	11.6293	11.6293
859.71	626.9	11.2441	11.2441
859.81	626.8	12.0424	12.0424
859.91	626.7	12.3179	12.3179
860.01	626.6	11.7823	11.7823
860.11	626.5	11.8383	11.8383
860.21	626.4	11.6432	11.6432
860.31	626.3	10.9166	10.9166
860.41	626.2	11.9396	11.9396
860.51	626.1	11.8718	11.8718
860.61	626	13.358	13.358
860.71	625.9	12.5834	12.5834
860.81	625.8	11.8683	11.8683
860.91	625.7	11.0059	11.0059
861.01	625.6	14.014	14.014
861.11	625.5	12.153	12.153
861.21	625.4	12.3927	12.3927
861.31	625.3	12.4858	12.4858
861.41	625.2	13.6276	13.6276
861.51	625.1	13.0524	13.0524
861.61	625	11.1776	11.1776
861.71	624.9	12.7016	12.7016
861.81	624.8	13.4078	13.4078
861.91	624.7	12.8739	12.8739
862.01	624.6	12.0864	12.0864
862.11	624.5	10.5102	10.5102
862.21	624.4	11.721	11.721
862.31	624.3	12.8283	12.8283
862.41	624.2	10.6463	10.6463
862.51	624.1	11.135	11.135
862.61	624	12.5861	12.5861
862.71	623.9	12.9687	12.9687
862.81	623.8	12.6197	12.6197
862.91	623.7	12.3545	12.3545
863.01	623.6	11.6936	11.6936
863.11	623.5	11.6148	11.6148
863.21	623.4	12.1258	12.1258
863.31	623.3	12.4713	12.4713
863.41	623.2	11.1556	11.1556
863.51	623.1	11.2129	11.2129
863.61	623	13.0598	13.0598
863.71	622.9	14.1708	14.1708
863.81	622.8	12.2261	12.2261
863.91	622.7	12.9918	12.9918
864.01	622.6	12.3352	12.3352
864.11	622.5	11.8931	11.8931
864.21	622.4	11.8552	11.8552
864.31	622.3	13.72	13.72
864.41	622.2	12.5654	12.5654
864.51	622.1	11.9779	11.9779
864.61	622	12.0172	12.0172
864.71	621.9	12.238	12.238
864.81	621.8	12.9284	12.9284
864.91	621.7	12.3811	12.3811
865.01	621.6	11.2893	11.2893
865.11	621.5	13.164	13.164
865.21	621.4	12.9195	12.9195
865.31	621.3	12.5841	12.5841
865.41	621.2	13.972	13.972
865.51	621.1	12.8191	12.8191
865.61	621	12.3492	12.3492
865.71	620.9	13.1854	13.1854
865.81	620.8	11.316	11.316
865.91	620.7	12.5433	12.5433
866.01	620.6	11.9688	11.9688
866.11	620.5	11.4874	11.4874
866.21	620.4	12.5776	12.5776
866.31	620.3	13.7731	13.7731
866.41	620.2	13.5046	13.5046
866.51	620.1	12.6569	12.6569
866.61	620	13.3872	13.3872
866.71	619.9	13.8357	13.8357
866.81	619.8	13.7869	13.7869
866.91	619.7	12.5297	12.5297
867.01	619.6	13.7242	13.7242
867.11	619.5	13.3886	13.3886
867.21	619.4	13.9907	13.9907
867.31	619.3	12.8166	12.8166
867.41	619.2	12.5768	12.5768
867.51	619.1	12.4846	12.4846
867.61	619	12.6042	12.6042
867.71	618.9	12.6477	12.6477
867.81	618.8	13.5712	13.5712
867.91	618.7	14.4875	14.4875
868.01	618.6	13.8789	13.8789
868.11	618.5	14.1657	14.1657
868.21	618.4	14.4951	14.4951
868.31	618.3	13.0123	13.0123
868.41	618.2	12.1768	12.1768
868.51	618.1	12.2996	12.2996
868.61	618	14.2943	14.2943
868.71	617.9	13.2731	13.2731
868.81	617.8	13.1705	13.1705
868.91	617.7	13.1215	13.1215
869.01	617.6	11.8754	11.8754
869.11	617.5	13.88	13.88
869.21	617.4	14.3622	14.3622
869.31	617.3	14.3705	14.3705
869.41	617.2	12.8453	12.8453
869.51	617.1	13.0184	13.0184
869.61	617	13.9397	13.9397
869.71	616.9	14.7681	14.7681
869.81	616.8	13.4566	13.4566
869.91	616.7	13.0467	13.0467
870.01	616.6	12.7673	12.7673
870.11	616.5	12.9415	12.9415
870.21	616.4	12.8702	12.8702
870.31	616.3	14.4209	14.4209
870.41	616.2	13.8931	13.8931
870.51	616.1	14.3544	14.3544
870.61	616	14.5708	14.5708
870.71	615.9	13.6323	13.6323
870.81	615.8	13.9211	13.9211
870.91	615.7	13.4137	13.4137
871.01	615.6	13.8427	13.8427
871.11	615.5	14.5176	14.5176
871.21	615.4	15.8799	15.8799
871.31	615.3	15.98	15.98
871.41	615.2	13.2632	13.2632
871.51	615.1	13.0937	13.0937
871.61	615	14.3885	14.3885
871.71	614.9	15.9142	15.9142
871.81	614.8	15.2772	15.2772
871.91	614.7	15.1213	15.1213
872.01	614.6	14.123	14.123
872.11	614.5	13.9685	13.9685
872.21	614.4	13.717	13.717
872.31	614.3	13.21	13.21
872.41	614.2	13.5008	13.5008
872.51	614.1	13.7894	13.7894
872.61	614	15.6064	15.6064
872.71	613.9	13.5814	13.5814
872.81	613.8	15.0161	15.0161
872.91	613.7	13.5423	13.5423
873.01	613.6	14.2256	14.2256
873.11	613.5	13.9608	13.9608
873.21	613.4	14.4261	14.4261
873.31	613.3	16.0256	16.0256
873.41	613.2	16.743	16.743
873.51	613.1	14.6633	14.6633
873.61	613	14.2797	14.2797
873.71	612.9	14.2025	14.2025
873.81	612.8	14.8551	14.8551
873.91	612.7	13.8622	13.8622
874.01	612.6	14.8828	14.8828
874.11	612.5	15.4201	15.4201
874.21	612.4	13.564	13.564
874.31	612.3	13.8084	13.8084
874.41	612.2	14.547	14.547
874.51	612.1	13.6616	13.6616
874.61	612	15.9581	15.9581
874.71	611.9	15.3289	15.3289
874.81	611.8	16.3657	16.3657
874.91	611.7	15.1498	15.1498
875.01	611.6	14.7665	14.7665
875.11	611.5	15.4038	15.4038
875.21	611.4	15.7375	15.7375
875.31	611.3	16.6457	16.6457
875.41	611.2	14.1331	14.1331
875.51	611.1	14.5225	14.5225
875.61	611	15.4111	15.4111
875.71	610.9	15.3398	15.3398
875.81	610.8	14.603	14.603
875.91	610.7	15.3288	15.3288
876.01	610.6	16.1188	16.1188
876.11	610.5	14.8371	14.8371
876.21	610.4	15.887	15.887
876.31	610.3	14.4642	14.4642
876.41	610.2	14.7444	14.7444
876.51	610.1	15.4795	15.4795
876.61	610	14.5654	14.5654
876.71	609.9	15.2945	15.2945
876.81	609.8	17.0627	17.0627
876.91	609.7	15.9243	15.9243
877.01	609.6	15.947	15.947
877.11	609.5	15.2572	15.2572
877.21	609.4	16.2597	16.2597
877.31	609.3	15.5821	15.5821
877.41	609.2	15.6186	15.6186
877.51	609.1	15.428	15.428
877.61	609	16.8914	16.8914
877.71	608.9	16.0024	16.0024
877.81	608.8	14.3805	14.3805
877.91	608.7	14.9282	14.9282
878.01	608.6	16.8715	16.8715
878.11	608.5	15.1521	15.1521
878.21	608.4	16.0623	16.0623
878.31	608.3	16.3887	16.3887
878.41	608.2	15.9379	15.9379
878.51	608.1	15.1642	15.1642
878.61	608	16.2762	16.2762
878.71	607.9	16.6459	16.6459
878.81	607.8	15.9303	15.9303
878.91	607.7	14.1841	14.1841
879.01	607.6	16.248	16.248
879.11	607.5	15.3897	15.3897
879.21	607.4	16.2521	16.2521
879.31	607.3	17.7378	17.7378
879.41	607.2	15.7758	15.7758
879.51	607.1	16.2397	16.2397
879.61	607	16.834	16.834
879.71	606.9	17.2914	17.2914
879.81	606.8	15.5738	15.5738
879.91	606.7	15.1854	15.1854
880.01	606.6	15.9998	15.9998
880.11	606.5	16.1573	16.1573
880.21	606.4	16.1891	16.1891
880.31	606.3	15.2633	15.2633
880.41	606.2	15.3362	15.3362
880.51	606.1	16.1776	16.1776
880.61	606	16.0672	16.0672
880.71	605.9	15.4186	15.4186
880.81	605.8	14.7546	14.7546
880.91	605.7	17.6262	17.6262
881.01	605.6	16.5665	16.5665
881.11	605.5	16.0146	16.0146
881.21	605.4	15.776	15.776
881.31	605.3	17.1304	17.1304
881.41	605.2	17.7216	17.7216
881.51	605.1	15.8438	15.8438
881.61	605	15.347	15.347
881.71	604.9	15.7052	15.7052
881.81	604.8	17.1027	17.1027
881.91	604.7	17.271	17.271
882.01	604.6	17.8924	17.8924
882.11	604.5	17.274	17.274
882.21	604.4	17.6435	17.6435
882.31	604.3	16.1945	16.1945
882.41	604.2	17.028	17.028
882.51	604.1	17.6244	17.6244
882.61	604	16.5361	16.5361
882.71	603.9	16.5757	16.5757
882.81	603.8	16.2496	16.2496
882.91	603.7	17.73	17.73
883.01	603.6	17.1395	17.1395
883.11	603.5	18.1735	18.1735
883.21	603.4	17.4037	17.4037
883.31	603.3	18.0608	18.0608
883.41	603.2	18.4483	18.4483
883.51	603.1	16.9516	16.9516
883.61	603	17.9756	17.9756
883.71	602.9	17.5451	17.5451
883.81	602.8	17.4206	17.4206
883.91	602.7	17.1222	17.1222
884.01	602.6	17.4926	17.4926
884.11	602.5	16.1127	16.1127
884.21	602.4	16.5326	16.5326
884.31	602.3	17.7824	17.7824
884.41	602.2	18.34	18.34
884.51	602.1	17.9049	17.9049
884.61	602	18.6149	18.6149
884.71	601.9	17.1495	17.1495
884.81	601.8	16.4143	16.4143
884.91	601.7	17.8166	17.8166
885.01	601.6	15.7332	15.7332
885.11	601.5	16.8234	16.8234
885.21	601.4	17.2635	17.2635
885.31	601.3	18.0681	18.0681
885.41	601.2	18.999	18.999
885.51	601.1	18.6175	18.6175
885.61	601	17.9117	17.9117
885.71	600.9	18.0747	18.0747
885.81	600.8	18.2773	18.2773
885.91	600.7	18.6654	18.6654
886.01	600.6	18.5522	18.5522
886.11	600.5	18.5374	18.5374
886.21	600.4	19.258	19.258
886.31	600.3	18.3929	18.3929
886.41	600.2	18.1432	18.1432
886.51	600.1	16.3582	16.3582
886.61	600	19.1179	19.1179
886.71	599.9	17.0851	17.0851
886.81	599.8	18.582	18.582
886.91	599.7	18.4592	18.4592
887.01	599.6	18.9846	18.9846
887.11	599.5	18.7878	18.7878
887.21	599.4	18.5882	18.5882
887.31	599.3	18.5915	18.5915
887.41	599.2	15.7671	15.7671
887.51	599.1	18.3956	18.3956
887.61	599	19.0138	19.0138
887.71	598.9	19.0129	19.0129
887.81	598.8	17.4507	17.4507
887.91	598.7	17.7344	17.7344
888.01	598.6	16.4929	16.4929
888.11	598.5	18.2396	18.2396
888.21	598.4	19.3999	19.3999
888.31	598.3	17.7035	17.7035
888.41	598.2	19.3185	19.3185
888.51	598.1	18.9775	18.9775
888.61	598	19.1982	19.1982
888.71	597.9	19.0375	19.0375
888.81	597.8	19.2804	19.2804
888.91	597.7	18.2197	18.2197
889.01	597.6	19.1617	19.1617
889.11	597.5	19.0714	19.0714
889.21	597.4	20.3424	20.3424
889.31	597.3	19.046	19.046
889.41	597.2	21.0355	21.0355
889.51	597.1	19.5722	19.5722
889.61	597	17.8396	17.8396
889.71	596.9	19.1409	19.1409
889.81	596.8	18.4754	18.4754
889.91	596.7	19.4227	19.4227
890.01	596.6	20.6917	20.6917
890.11	596.5	19.0444	19.0444
890.21	596.4	19.2519	19.2519
890.31	596.3	19.9072	19.9072
890.41	596.2	20.2173	20.2173
890.51	596.1	19.8215	19.8215
890.61	596	19.5346	19.5346
890.71	595.9	20.3133	20.3133
890.81	595.8	19.8013	19.8013
890.91	595.7	18.8323	18.8323
891.01	595.6	20.802	20.802
891.11	595.5	22.1592	22.1592
891.21	595.4	20.3633	20.3633
891.31	595.3	20.2599	20.2599
891.41	595.2	19.0081	19.0081
891.51	595.1	19.1362	19.1362
891.61	595	20.3159	20.3159
891.71	594.9	19.0147	19.0147
891.81	594.8	18.3202	18.3202
891.91	594.7	20.4301	20.4301
892.01	594.6	19.4124	19.4124
892.11	594.5	20.0869	20.0869
892.21	594.4	22.1573	22.1573
892.31	594.3	20.4959	20.4959
892.41	594.2	19.8801	19.8801
892.51	594.1	21.9187	21.9187
892.61	594	22.4509	22.4509
892.71	593.9	21.0483	21.0483
892.81	593.8	20.2088	20.2088
892.91	593.7	20.909	20.909
893.01	593.6	20.1455	20.1455
893.11	593.5	22.0683	22.0683
893.21	593.4	21.8096	21.8096
893.31	593.3	21.5036	21.5036
893.41	593.2	20.6802	20.6802
893.51	593.1	21.5845	21.5845
893.61	593	20.0451	20.0451
893.71	592.9	20.7621	20.7621
893.81	592.8	21.9681	21.9681
893.91	592.7	23.7061	23.7061
894.01	592.6	22.8935	22.8935
894.11	592.5	20.7406	20.7406
894.21	592.4	22.4402	22.4402
894.31	592.3	21.8204	21.8204
894.41	592.2	21.0881	21.0881
894.51	592.1	20.2759	20.2759
894.61	592	21.732	21.732
894.71	591.9	21.4216	21.4216
894.81	591.8	20.3353	20.3353
894.91	591.7	21.3669	21.3669
895.01	591.6	21.8193	21.8193
895.11	591.5	22.2093	22.2093
895.21	591.4	20.9108	20.9108
895.31	591.3	21.6998	21.6998
895.41	591.2	22.732	22.732
895.51	591.1	21.7493	21.7493
895.61	591	21.5179	21.5179
895.71	590.9	22.3362	22.3362
895.81	590.8	20.0545	20.0545
895.91	590.7	21.0095	21.0095
896.01	590.6	21.6891	21.6891
896.11	590.5	22.655	22.655
896.21	590.4	21.5489	21.5489
896.31	590.3	21.6077	21.6077
896.41	590.2	22.0949	22.0949
896.51	590.1	23.1848	23.1848
896.61	590	21.9295	21.9295
896.71	589.9	21.3671	21.3671
896.81	589.8	20.3156	20.3156
896.91	589.7	20.0455	20.0455
897.01	589.6	22.3854	22.3854
897.11	589.5	19.5936	19.5936
897.21	589.4	20.6075	20.6075
897.31	589.3	22.3833	22.3833
897.41	589.2	22.0345	22.0345
897.51	589.1	22.6417	22.6417
897.61	589	21.7267	21.7267
897.71	588.9	22.7075	22.7075
897.81	588.8	21.4442	21.4442
897.91	588.7	23.5775	23.5775
898.01	588.6	22.8119	22.8119
898.11	588.5	22.0959	22.0959
898.21	588.4	21.6217	21.6217
898.31	588.3	22.4244	22.4244
898.41	588.2	24.2216	24.2216
898.51	588.1	24.0234	24.0234
898.61	588	22.3043	22.3043
898.71	587.9	21.5635	21.5635
898.81	587.8	21.7291	21.7291
898.91	587.7	22.258	22.258
899.01	587.6	22.0415	22.0415
899.11	587.5	20.8998	20.8998
899.21	587.4	22.5966	22.5966
899.31	587.3	23.8102	23.8102
899.41	587.2	23.326	23.326
899.51	587.1	23.7457	23.7457
899.61	587	20.4384	20.4384
899.71	586.9	22.5647	22.5647
899.81	586.8	23.4121	23.4121
899.91	586.7	23.3192	23.3192
900.01	586.6	24.3619	24.3619
900.11	586.5	21.8269	21.8269
900.21	586.4	21.7273	21.7273
900.31	586.3	22.7362	22.7362
900.41	586.2	22.8285	22.8285
900.51	586.1	24.1621	24.1621
900.61	586	23.956	23.956
900.71	585.9	21.8566	21.8566
900.81	585.8	23.6789	23.6789
900.91	585.7	23.1782	23.1782
901.01	585.6	22.4124	22.4124
901.11	585.5	23.3221	23.3221
901.21	585.4	23.4142	23.4142
901.31	585.3	24.1854	24.1854
901.41	585.2	25.3434	25.3434
901.51	585.1	24.8183	24.8183
901.61	585	24.987	24.987
901.71	584.9	23.2024	23.2024
901.81	584.8	23.634	23.634
901.91	584.7	23.8368	23.8368
902.01	584.6	23.4117	23.4117
902.11	584.5	24.3663	24.3663
902.21	584.4	23.6241	23.6241
902.31	584.3	24.7476	24.7476
902.41	584.2	25.771	25.771
902.51	584.1	24.9202	24.9202
902.61	584	22.9468	22.9468
902.71	583.9	24.2612	24.2612
902.81	583.8	23.3414	23.3414
902.91	583.7	22.723	22.723
903.01	583.6	24.5079	24.5079
903.11	583.5	24.8052	24.8052
903.21	583.4	22.8127	22.8127
903.31	583.3	23.4584	23.4584
903.41	583.2	24.6513	24.6513
903.51	583.1	25.5747	25.5747
903.61	583	22.9262	22.9262
903.71	582.9	23.8197	23.8197
903.81	582.8	23.952	23.952
903.91	582.7	24.3567	24.3567
904.01	582.6	23.5807	23.5807
904.11	582.5	25.079	25.079
904.21	582.4	23.1291	23.1291
904.31	582.3	22.6972	22.6972
904.41	582.2	25.1135	25.1135
904.51	582.1	24.3111	24.3111
904.61	582	24.1802	24.1802
904.71	581.9	24.3212	24.3212
904.81	581.8	25.2048	25.2048
904.91	581.7	25.5853	25.5853
905.01	581.6	24.8502	24.8502
905.11	581.5	25.6796	25.6796
905.21	581.4	24.4523	24.4523
905.31	581.3	24.6812	24.6812
905.41	581.2	25.7558	25.7558
905.51	581.1	23.2447	23.2447
905.61	581	24.1503	24.1503
905.71	580.9	24.3196	24.3196
905.81	580.8	24.6131	24.6131
905.91	580.7	23.5942	23.5942
906.01	580.6	23.6681	23.6681
906.11	580.5	24.9815	24.9815
906.21	580.4	25.185	25.185
906.31	580.3	24.1722	24.1722
906.41	580.2	24.088	24.088
906.51	580.1	23.285	23.285
906.61	580	24.3964	24.3964
906.71	579.9	24.7453	24.7453
906.81	579.8	24.6124	24.6124
906.91	579.7	24.1269	24.1269
907.01	579.6	24.7384	24.7384
907.11	579.5	26.4489	26.4489
907.21	579.4	25.9346	25.9346
907.31	579.3	24.3433	24.3433
907.41	579.2	24.985	24.985
907.51	579.1	24.6218	24.6218
907.61	579	25.9796	25.9796
907.71	578.9	24.2175	24.2175
907.81	578.8	25.6106	25.6106
907.91	578.7	23.8135	23.8135
908.01	578.6	24.9375	24.9375
908.11	578.5	24.207	24.207
908.21	578.4	25.2528	25.2528
908.31	578.3	24.3167	24.3167
908.41	578.2	23.8797	23.8797
908.51	578.1	25.1338	25.1338
908.61	578	24.0536	24.0536
908.71	577.9	24.6662	24.6662
908.81	577.8	24.3832	24.3832
908.91	577.7	23.2616	23.2616
909.01	577.6	24.27	24.27
909.11	577.5	25.066	25.066
909.21	577.4	25.9409	25.9409
909.31	577.3	24.7668	24.7668
909.41	577.2	24.6015	24.6015
909.51	577.1	25.5874	25.5874
909.61	577	27.4992	27.4992
909.71	576.9	25.888	25.888
909.81	576.8	24.4307	24.4307
909.91	576.7	24.9834	24.9834
910.01	576.6	26.6851	26.6851
910.11	576.5	25.9015	25.9015
910.21	576.4	27.5626	27.5626
910.31	576.3	25.2794	25.2794
910.41	576.2	25.918	25.918
910.51	576.1	24.8761	24.8761
910.61	576	24.9073	24.9073
910.71	575.9	25.1608	25.1608
910.81	575.8	25.3323	25.3323
910.91	575.7	24.1544	24.1544
911.01	575.6	25.5435	25.5435
911.11	575.5	24.6008	24.6008
911.21	575.4	25.0119	25.0119
911.31	575.3	25.3159	25.3159
911.41	575.2	24.112	24.112
911.51	575.1	24.786	24.786
911.61	575	24.2185	24.2185
911.71	574.9	24.0039	24.0039
911.81	574.8	25.9258	25.9258
911.91	574.7	24.0608	24.0608
912.01	574.6	24.9569	24.9569
912.11	574.5	26.0704	26.0704
912.21	574.4	25.3378	25.3378
912.31	574.3	26.0929	26.0929
912.41	574.2	23.854	23.854
912.51	574.1	25.6191	25.6191
912.61	574	26.0067	26.0067
912.71	573.9	25.9558	25.9558
912.81	573.8	26.1716	26.1716
912.91	573.7	27.4598	27.4598
913.01	573.6	26.7586	26.7586
913.11	573.5	26.3925	26.3925
913.21	573.4	26.5527	26.5527
913.31	573.3	25.747	25.747
913.41	573.2	24.0919	24.0919
913.51	573.1	24.289	24.289
913.61	573	25.8508	25.8508
913.71	572.9	27.4692	27.4692
913.81	572.8	27.1019	27.1019
913.91	572.7	26.4066	26.4066
914.01	572.6	27.0942	27.0942
914.11	572.5	25.2883	25.2883
914.21	572.4	24.8332	24.8332
914.31	572.3	24.165	24.165
914.41	572.2	26.5991	26.5991
914.51	572.1	27.1048	27.1048
914.61	572	25.2581	25.2581
914.71	571.9	25.0452	25.0452
914.81	571.8	27.4382	27.4382
914.91	571.7	26.6656	26.6656
915.01	571.6	25.9864	25.9864
915.11	571.5	26.1614	26.1614
915.21	571.4	26.6266	26.6266
915.31	571.3	25.7561	25.7561
915.41	571.2	26.5594	26.5594
915.51	571.1	27.2028	27.2028
915.61	571	26.9495	26.9495
915.71	570.9	26.9491	26.9491
915.81	570.8	27.2205	27.2205
915.91	570.7	27.0211	27.0211
916.01	570.6	29.2594	29.2594
916.11	570.5	29.8018	29.8018
916.21	570.4	28.6358	28.6358
916.31	570.3	28.9014	28.9014
916.41	570.2	30.5622	30.5622
916.51	570.1	27.3249	27.3249
916.61	570	26.1801	26.1801
916.71	569.9	28.2645	28.2645
916.81	569.8	31.1103	31.1103
916.91	569.7	29.0168	29.0168
917.01	569.6	28.6965	28.6965
917.11	569.5	29.2949	29.2949
917.21	569.4	28.1146	28.1146
917.31	569.3	29.5726	29.5726
917.41	569.2	28.7338	28.7338
917.51	569.1	27.3748	27.3748
917.61	569	28.4299	28.4299
917.71	568.9	30.569	30.569
917.81	568.8	33.1912	33.1912
917.91	568.7	32.6395	32.6395
918.01	568.6	32.7426	32.7426
918.11	568.5	31.1953	31.1953
918.21	568.4	32.1353	32.1353
918.31	568.3	31.3571	31.3571
918.41	568.2	32.6057	32.6057
918.51	568.1	33.03	33.03
918.61	568	30.8683	30.8683
918.71	567.9	31.6462	31.6462
918.81	567.8	32.1573	32.1573
918.91	567.7	30.8793	30.8793
919.01	567.6	28.7094	28.7094
919.11	567.5	29.7749	29.7749
919.21	567.4	30.72	30.72
919.31	567.3	31.3743	31.3743
919.41	567.2	30.0658	30.0658
919.51	567.1	28.9805	28.9805
919.61	567	29.5746	29.5746
919.71	566.9	29.7409	29.7409
919.81	566.8	31.6335	31.6335
919.91	566.7	31.0476	31.0476
920.01	566.6	30.3119	30.3119
920.11	566.5	31.1399	31.1399
920.21	566.4	31.5031	31.5031
920.31	566.3	31.9935	31.9935
920.41	566.2	31.9534	31.9534
920.51	566.1	33.8228	33.8228
920.61	566	33.4612	33.4612
920.71	565.9	31.5202	31.5202
920.81	565.8	32.6501	32.6501
920.91	565.7	34.4277	34.4277
921.01	565.6	35.2037	35.2037
921.11	565.5	33.9876	33.9876
921.21	565.4	34.8426	34.8426
921.31	565.3	35.7005	35.7005
921.41	565.2	35.3922	35.3922
921.51	565.1	35.6394	35.6394
921.61	565	35.305	35.305
921.71	564.9	35.531	35.531
921.81	564.8	35.3585	35.3585
